,_0_14eves,_15_18eves,_19_30eves,_31_62eves,_63_Xeves,kerulet,nepesseg,nmar,telepules,x,y
12806,1,1,0,11,5,,18,170.0,Kaposvár,554100.0,114500.0
12807,2,2,0,4,0,,8,230.0,Kaposvár,554100.0,115200.0
12808,0,1,3,6,1,,11,230.0,Kaposvár,554100.0,115300.0
12810,0,0,0,2,2,,4,120.0,Kaposvár,554200.0,111000.0
12811,1,1,1,9,7,,19,80.0,Kaposvár,554200.0,111100.0
12812,3,1,7,13,3,,27,120.0,Kaposvár,554200.0,111200.0
12813,2,0,1,7,3,,13,90.0,Kaposvár,554200.0,111300.0
12814,2,0,0,4,3,,9,90.0,Kaposvár,554200.0,111900.0
12815,1,1,2,9,5,,18,120.0,Kaposvár,554200.0,112000.0
12816,20,9,18,75,16,,138,150.0,Kaposvár,554200.0,112800.0
12817,11,3,15,57,69,,155,160.0,Kaposvár,554200.0,112900.0
12818,6,2,10,30,24,,72,120.0,Kaposvár,554200.0,113000.0
12819,9,0,9,38,24,,80,180.0,Kaposvár,554200.0,113100.0
12820,6,1,6,13,17,,43,170.0,Kaposvár,554200.0,113200.0
12821,37,6,33,74,36,,186,170.0,Kaposvár,554200.0,113300.0
12822,6,0,8,11,8,,33,190.0,Kaposvár,554200.0,113400.0
12823,8,2,12,57,53,,132,180.0,Kaposvár,554200.0,113500.0
12824,15,0,5,37,28,,85,170.0,Kaposvár,554200.0,113600.0
12825,31,5,6,52,16,,110,220.0,Kaposvár,554200.0,113700.0
12826,8,6,2,15,1,,32,170.0,Kaposvár,554200.0,113800.0
12827,5,0,3,7,4,,19,170.0,Kaposvár,554200.0,113900.0
12828,8,1,3,13,11,,36,180.0,Kaposvár,554200.0,114000.0
12829,1,0,6,17,9,,33,190.0,Kaposvár,554200.0,114100.0
12830,9,0,3,13,11,,36,150.0,Kaposvár,554200.0,114200.0
12831,3,2,10,19,5,,39,160.0,Kaposvár,554200.0,114300.0
12832,0,0,2,2,0,,4,180.0,Kaposvár,554200.0,114400.0
12833,7,0,0,6,0,,13,130.0,Kaposvár,554300.0,111300.0
12834,1,0,4,5,5,,15,120.0,Kaposvár,554300.0,111800.0
12835,2,1,1,11,3,,18,120.0,Kaposvár,554300.0,111900.0
12836,3,0,1,2,4,,10,120.0,Kaposvár,554300.0,112000.0
12837,0,0,1,3,1,,5,150.0,Kaposvár,554300.0,112100.0
12838,3,0,5,13,9,,30,140.0,Kaposvár,554300.0,112800.0
12839,7,3,4,24,6,,44,160.0,Kaposvár,554300.0,112900.0
12840,6,5,10,39,32,,92,160.0,Kaposvár,554300.0,113000.0
12841,3,2,6,28,7,,46,160.0,Kaposvár,554300.0,113100.0
12842,0,0,2,2,3,,7,180.0,Kaposvár,554300.0,113200.0
12843,1,0,1,5,4,,11,200.0,Kaposvár,554300.0,113300.0
12844,7,3,14,27,11,,62,180.0,Kaposvár,554300.0,113400.0
12845,24,8,21,82,41,,176,170.0,Kaposvár,554300.0,113500.0
12846,12,2,3,33,9,,59,170.0,Kaposvár,554300.0,113600.0
12847,0,0,0,3,1,,4,200.0,Kaposvár,554300.0,113700.0
12848,5,1,7,24,10,,47,180.0,Kaposvár,554300.0,113800.0
12849,1,0,0,4,7,,12,180.0,Kaposvár,554300.0,113900.0
12850,0,1,1,5,4,,11,200.0,Kaposvár,554300.0,114000.0
12851,0,0,1,2,0,,3,190.0,Kaposvár,554300.0,114100.0
12852,0,0,0,1,1,,2,200.0,Kaposvár,554300.0,114200.0
12853,4,1,2,6,0,,13,230.0,Kaposvár,554300.0,114400.0
12854,1,2,0,6,2,,11,210.0,Kaposvár,554300.0,114600.0
12855,1,0,0,5,0,,6,210.0,Kaposvár,554300.0,114800.0
12856,1,0,0,2,0,,3,140.0,Kaposvár,554400.0,111300.0
12857,12,0,0,11,0,,23,120.0,Kaposvár,554400.0,111400.0
12858,0,0,0,1,3,,4,120.0,Kaposvár,554400.0,111500.0
12859,13,5,6,27,10,,61,140.0,Kaposvár,554400.0,111600.0
12860,4,0,8,13,9,,34,110.0,Kaposvár,554400.0,111700.0
12861,13,0,7,26,9,,55,100.0,Kaposvár,554400.0,111800.0
12862,3,1,3,18,12,,37,120.0,Kaposvár,554400.0,111900.0
12863,1,0,1,3,0,,5,150.0,Kaposvár,554400.0,112000.0
12864,1,0,0,4,5,,10,150.0,Kaposvár,554400.0,112100.0
12865,4,1,3,17,6,,31,150.0,Kaposvár,554400.0,112200.0
12866,0,0,3,6,1,,10,150.0,Kaposvár,554400.0,112300.0
12867,9,3,10,33,4,,59,190.0,Kaposvár,554400.0,112800.0
12868,0,0,0,2,2,,4,210.0,Kaposvár,554400.0,112900.0
12869,0,0,0,0,1,,1,200.0,Kaposvár,554400.0,113300.0
12870,2,0,2,9,5,,18,200.0,Kaposvár,554400.0,113400.0
12871,4,0,4,6,2,,16,170.0,Kaposvár,554400.0,113800.0
12872,0,0,0,1,2,,3,200.0,Kaposvár,554400.0,113900.0
12873,0,0,1,4,3,,8,200.0,Kaposvár,554400.0,114000.0
12874,2,1,2,11,0,,16,210.0,Kaposvár,554400.0,114100.0
12875,0,0,0,1,2,,3,220.0,Kaposvár,554400.0,114200.0
12876,6,0,2,7,2,,17,230.0,Kaposvár,554400.0,114300.0
12877,9,3,0,17,7,,36,230.0,Kaposvár,554400.0,114400.0
12878,4,1,0,4,1,,10,220.0,Kaposvár,554400.0,114500.0
12879,3,0,0,2,0,,5,210.0,Kaposvár,554400.0,114600.0
12880,0,0,0,4,0,,4,150.0,Kaposvár,554500.0,111000.0
12881,4,3,5,11,3,,26,150.0,Kaposvár,554500.0,111100.0
12882,2,1,2,6,2,,13,170.0,Kaposvár,554500.0,111200.0
12883,1,0,3,6,8,,18,170.0,Kaposvár,554500.0,111300.0
12884,2,0,0,5,3,,10,170.0,Kaposvár,554500.0,111400.0
12885,0,0,1,3,3,,7,110.0,Kaposvár,554500.0,111500.0
12886,3,2,5,13,3,,26,130.0,Kaposvár,554500.0,111600.0
12887,6,0,4,20,7,,37,130.0,Kaposvár,554500.0,111700.0
12888,0,0,0,5,4,,9,120.0,Kaposvár,554500.0,111800.0
12889,2,1,0,4,2,,9,120.0,Kaposvár,554500.0,111900.0
12890,2,1,3,5,2,,13,160.0,Kaposvár,554500.0,112300.0
12891,2,2,3,14,6,,27,160.0,Kaposvár,554500.0,112400.0
12892,0,0,3,2,0,,5,140.0,Kaposvár,554500.0,112600.0
12893,1,1,2,2,1,,7,140.0,Kaposvár,554500.0,112700.0
12894,0,0,4,1,0,,5,230.0,Kaposvár,554500.0,113300.0
12895,1,1,0,3,0,,5,230.0,Kaposvár,554500.0,113500.0
12896,0,0,0,0,3,,3,230.0,Kaposvár,554500.0,113600.0
12897,2,1,2,5,8,,18,200.0,Kaposvár,554500.0,113700.0
12898,0,0,1,4,2,,7,210.0,Kaposvár,554500.0,113800.0
12899,3,3,3,16,8,,33,180.0,Kaposvár,554500.0,113900.0
12900,2,2,0,9,6,,19,160.0,Kaposvár,554500.0,114000.0
12901,10,7,15,30,8,,70,220.0,Kaposvár,554500.0,114100.0
12902,2,1,1,4,0,,8,180.0,Kaposvár,554500.0,114300.0
12903,1,3,1,4,0,,9,230.0,Kaposvár,554500.0,114400.0
12904,0,0,1,0,1,,2,150.0,Kaposvár,554600.0,111000.0
12905,1,1,0,7,4,,13,130.0,Kaposvár,554600.0,111500.0
12906,1,0,5,15,11,,32,130.0,Kaposvár,554600.0,111600.0
12907,1,1,0,3,0,,5,120.0,Kaposvár,554600.0,111800.0
12908,4,0,0,6,4,,14,120.0,Kaposvár,554600.0,111900.0
12909,1,3,2,12,7,,25,120.0,Kaposvár,554600.0,112000.0
12910,1,3,4,24,13,,45,160.0,Kaposvár,554600.0,112100.0
12911,8,3,7,23,8,,49,160.0,Kaposvár,554600.0,112200.0
12912,0,0,0,1,1,,2,160.0,Kaposvár,554600.0,112300.0
12913,4,1,1,8,10,,24,130.0,Kaposvár,554600.0,112600.0
12914,0,0,1,2,1,,4,140.0,Kaposvár,554600.0,112700.0
12915,2,0,1,9,3,,15,230.0,Kaposvár,554600.0,113200.0
12916,2,0,2,19,11,,34,150.0,Kaposvár,554600.0,113300.0
12917,0,0,1,3,2,,6,150.0,Kaposvár,554600.0,113400.0
12918,1,0,6,14,8,,29,150.0,Kaposvár,554600.0,113600.0
12919,3,2,5,17,11,,38,210.0,Kaposvár,554600.0,113700.0
12920,2,2,3,22,7,,36,190.0,Kaposvár,554600.0,113800.0
12921,3,1,1,10,9,,24,190.0,Kaposvár,554600.0,113900.0
12922,6,3,3,13,5,,30,210.0,Kaposvár,554600.0,114000.0
12923,0,0,2,2,0,,4,220.0,Kaposvár,554600.0,114100.0
12924,1,0,0,3,0,,4,210.0,Kaposvár,554600.0,114600.0
12925,0,1,1,3,0,,5,150.0,Kaposvár,554700.0,110900.0
12926,1,1,2,3,2,,9,150.0,Kaposvár,554700.0,111100.0
12927,5,1,1,12,5,,24,130.0,Kaposvár,554700.0,111200.0
12928,1,1,0,4,3,,9,130.0,Kaposvár,554700.0,111300.0
12929,0,0,1,1,1,,3,130.0,Kaposvár,554700.0,111400.0
12930,2,0,3,11,8,,24,140.0,Kaposvár,554700.0,111500.0
12931,2,0,0,5,4,,11,100.0,Kaposvár,554700.0,111600.0
12932,4,2,4,17,7,,34,100.0,Kaposvár,554700.0,111700.0
12933,7,1,5,16,11,,40,100.0,Kaposvár,554700.0,111800.0
12934,6,0,6,21,7,,40,120.0,Kaposvár,554700.0,111900.0
12935,0,0,1,3,1,,5,120.0,Kaposvár,554700.0,112000.0
12936,2,0,1,2,2,,7,130.0,Kaposvár,554700.0,112100.0
12937,0,0,3,8,10,,21,100.0,Kaposvár,554700.0,112200.0
12938,4,1,3,10,8,,26,100.0,Kaposvár,554700.0,112300.0
12939,4,1,6,14,8,,33,100.0,Kaposvár,554700.0,112400.0
12940,0,0,0,8,11,,19,100.0,Kaposvár,554700.0,112500.0
12941,2,0,3,12,6,,23,120.0,Kaposvár,554700.0,112600.0
12942,10,4,10,31,9,,64,150.0,Kaposvár,554700.0,113200.0
12943,6,2,0,5,3,,16,150.0,Kaposvár,554700.0,113300.0
12944,0,0,0,1,2,,3,150.0,Kaposvár,554700.0,113400.0
12945,7,1,2,11,7,,28,150.0,Kaposvár,554700.0,113500.0
12946,2,1,1,5,4,,13,150.0,Kaposvár,554700.0,113600.0
12947,2,0,6,20,10,,38,150.0,Kaposvár,554700.0,113700.0
12948,0,1,4,8,8,,21,230.0,Kaposvár,554700.0,113800.0
12949,10,2,5,28,9,,54,230.0,Kaposvár,554700.0,113900.0
12950,1,4,4,7,3,,19,220.0,Kaposvár,554700.0,114000.0
12951,3,1,0,4,0,,8,150.0,Kaposvár,554800.0,110800.0
12952,0,0,2,2,3,,7,150.0,Kaposvár,554800.0,110900.0
12953,3,1,1,6,0,,11,150.0,Kaposvár,554800.0,111100.0
12954,0,0,0,0,1,,1,130.0,Kaposvár,554800.0,111300.0
12955,1,1,1,7,4,,14,130.0,Kaposvár,554800.0,111400.0
12956,0,0,0,1,6,,7,120.0,Kaposvár,554800.0,111500.0
12957,0,0,0,7,1,,8,130.0,Kaposvár,554800.0,111600.0
12958,5,1,9,26,6,,47,110.0,Kaposvár,554800.0,111800.0
12959,0,0,6,12,5,,23,150.0,Kaposvár,554800.0,111900.0
12960,4,1,8,36,12,,61,150.0,Kaposvár,554800.0,112000.0
12961,0,0,1,4,2,,7,120.0,Kaposvár,554800.0,112100.0
12962,1,3,4,13,6,,27,130.0,Kaposvár,554800.0,112200.0
12963,1,1,4,11,6,,23,160.0,Kaposvár,554800.0,112300.0
12964,0,1,2,7,0,,10,120.0,Kaposvár,554800.0,112400.0
12965,2,0,0,3,1,,6,140.0,Kaposvár,554800.0,112500.0
12966,4,7,10,20,14,,55,130.0,Kaposvár,554800.0,112600.0
12967,0,1,6,13,9,,29,150.0,Kaposvár,554800.0,113300.0
12968,6,2,4,13,9,,34,150.0,Kaposvár,554800.0,113600.0
12969,4,2,8,18,6,,38,150.0,Kaposvár,554800.0,113700.0
12970,2,0,0,4,1,,7,150.0,Kaposvár,554800.0,113800.0
12971,0,0,0,1,0,,1,150.0,Kaposvár,554800.0,113900.0
12972,1,0,0,2,0,,3,210.0,Kaposvár,554800.0,114500.0
12973,0,0,1,4,1,,6,150.0,Kaposvár,554900.0,110900.0
12974,0,0,3,3,3,,9,150.0,Kaposvár,554900.0,111100.0
12975,0,0,0,3,1,,4,150.0,Kaposvár,554900.0,111300.0
12976,2,0,1,5,1,,9,140.0,Kaposvár,554900.0,111400.0
12977,3,1,2,10,3,,19,180.0,Kaposvár,554900.0,111600.0
12978,8,1,1,11,0,,21,180.0,Kaposvár,554900.0,111700.0
12979,1,0,2,4,1,,8,160.0,Kaposvár,554900.0,111800.0
12980,1,1,3,7,2,,14,180.0,Kaposvár,554900.0,111900.0
12981,0,0,2,2,1,,5,140.0,Kaposvár,554900.0,112300.0
12982,6,1,8,18,8,,41,120.0,Kaposvár,554900.0,112400.0
12983,2,1,8,18,8,,37,120.0,Kaposvár,554900.0,112500.0
12984,6,2,7,38,12,,65,120.0,Kaposvár,554900.0,112600.0
12985,11,1,5,21,4,,42,170.0,Kaposvár,554900.0,113300.0
12986,1,0,1,5,1,,8,150.0,Kaposvár,554900.0,113700.0
12987,4,2,3,6,4,,19,150.0,Kaposvár,554900.0,113800.0
12988,2,0,0,2,0,,4,150.0,Kaposvár,554900.0,113900.0
12989,4,1,5,13,8,,31,150.0,Kaposvár,554900.0,114100.0
12990,1,0,0,2,3,,6,230.0,Kaposvár,554900.0,114200.0
12991,1,0,0,2,0,,3,210.0,Kaposvár,554900.0,114400.0
12992,0,0,0,3,0,,3,250.0,Kaposvár,554900.0,115300.0
12993,2,0,2,6,0,,10,150.0,Kaposvár,555000.0,110900.0
12994,1,0,1,4,1,,7,150.0,Kaposvár,555000.0,111100.0
12995,2,1,0,11,1,,15,150.0,Kaposvár,555000.0,111200.0
12996,5,1,3,13,4,,26,150.0,Kaposvár,555000.0,111300.0
12997,1,1,2,4,0,,8,160.0,Kaposvár,555000.0,111600.0
12998,2,0,5,12,1,,20,140.0,Kaposvár,555000.0,111700.0
12999,5,1,4,16,5,,31,190.0,Kaposvár,555000.0,111800.0
13000,7,0,4,16,14,,41,200.0,Kaposvár,555000.0,111900.0
13001,10,2,7,28,12,,59,140.0,Kaposvár,555000.0,112000.0
13002,10,4,2,26,16,,58,200.0,Kaposvár,555000.0,112100.0
13003,1,0,1,7,9,,18,170.0,Kaposvár,555000.0,112200.0
13004,1,0,0,2,0,,3,150.0,Kaposvár,555000.0,112300.0
13005,6,1,11,22,13,,53,120.0,Kaposvár,555000.0,112400.0
13006,0,0,3,0,0,,3,120.0,Kaposvár,555000.0,112500.0
13007,4,1,2,22,10,,39,170.0,Kaposvár,555000.0,113300.0
13008,3,0,3,12,2,,20,150.0,Kaposvár,555000.0,113900.0
13009,0,0,0,2,0,,2,150.0,Kaposvár,555000.0,114100.0
13010,5,0,0,4,0,,9,230.0,Kaposvár,555000.0,114400.0
13011,4,0,0,5,0,,9,210.0,Kaposvár,555000.0,114500.0
13012,2,0,2,4,1,,9,260.0,Kaposvár,555000.0,115100.0
13013,2,0,3,1,1,,7,300.0,Kaposvár,555000.0,115200.0
13014,2,1,0,2,0,,5,150.0,Kaposvár,555100.0,110700.0
13015,0,0,1,4,4,,9,150.0,Kaposvár,555100.0,110900.0
13016,0,0,0,0,2,,2,150.0,Kaposvár,555100.0,111000.0
13017,0,1,2,3,0,,6,120.0,Kaposvár,555100.0,111100.0
13018,2,0,1,2,1,,6,130.0,Kaposvár,555100.0,111400.0
13019,3,1,1,10,1,,16,150.0,Kaposvár,555100.0,111600.0
13020,0,0,0,1,3,,4,160.0,Kaposvár,555100.0,112100.0
13021,1,0,0,2,8,,11,190.0,Kaposvár,555100.0,112200.0
13022,0,0,4,6,5,,15,150.0,Kaposvár,555100.0,112300.0
13023,0,0,0,2,2,,4,160.0,Kaposvár,555100.0,113200.0
13024,1,1,0,1,2,,5,160.0,Kaposvár,555100.0,113300.0
13025,0,0,3,4,8,,15,150.0,Kaposvár,555100.0,114100.0
13026,3,3,5,13,4,,28,230.0,Kaposvár,555100.0,114200.0
13027,0,2,1,4,1,,8,230.0,Kaposvár,555100.0,114400.0
13028,4,0,0,2,0,,6,150.0,Kaposvár,555200.0,110700.0
13029,0,0,2,3,2,,7,130.0,Kaposvár,555200.0,111000.0
13030,0,0,0,3,1,,4,120.0,Kaposvár,555200.0,111100.0
13031,0,0,1,2,1,,4,120.0,Kaposvár,555200.0,111400.0
13032,2,0,3,8,2,,15,120.0,Kaposvár,555200.0,111600.0
13033,1,0,5,12,4,,22,120.0,Kaposvár,555200.0,111700.0
13034,1,0,3,13,1,,18,120.0,Kaposvár,555200.0,111800.0
13035,0,0,5,8,2,,15,120.0,Kaposvár,555200.0,111900.0
13036,10,6,5,30,6,,57,120.0,Kaposvár,555200.0,112000.0
13037,5,2,5,26,16,,54,180.0,Kaposvár,555200.0,112100.0
13038,4,1,10,19,9,,43,130.0,Kaposvár,555200.0,112200.0
13039,2,3,4,15,52,,76,120.0,Kaposvár,555200.0,112300.0
13040,0,0,3,4,4,,11,150.0,Kaposvár,555200.0,113200.0
13041,4,0,6,17,10,,37,190.0,Kaposvár,555200.0,113300.0
13042,2,0,6,15,13,,36,140.0,Kaposvár,555200.0,113400.0
13043,2,0,2,2,3,,9,230.0,Kaposvár,555200.0,114200.0
13044,8,2,10,13,7,,40,230.0,Kaposvár,555200.0,114300.0
13045,1,0,0,3,2,,6,230.0,Kaposvár,555200.0,114400.0
13046,0,1,2,4,1,,8,150.0,Kaposvár,555300.0,110800.0
13047,0,1,0,2,2,,5,120.0,Kaposvár,555300.0,111400.0
13048,0,0,2,5,5,,12,90.0,Kaposvár,555300.0,111700.0
13049,5,1,4,16,6,,32,80.0,Kaposvár,555300.0,111800.0
13050,2,0,7,23,8,,40,80.0,Kaposvár,555300.0,111900.0
13051,7,0,4,12,10,,33,80.0,Kaposvár,555300.0,112000.0
13052,0,0,1,4,6,,11,120.0,Kaposvár,555300.0,112100.0
13053,0,0,2,3,3,,8,110.0,Kaposvár,555300.0,112200.0
13054,3,0,2,5,0,,10,100.0,Kaposvár,555300.0,112300.0
13055,0,0,0,5,4,,9,110.0,Kaposvár,555300.0,112400.0
13056,4,1,5,8,9,,27,170.0,Kaposvár,555300.0,113200.0
13057,3,0,0,10,4,,17,170.0,Kaposvár,555300.0,113400.0
13058,2,5,10,16,7,,40,180.0,Kaposvár,555300.0,113500.0
13059,3,1,2,20,13,,39,180.0,Kaposvár,555300.0,113600.0
13060,1,0,0,2,0,,3,150.0,Kaposvár,555300.0,119500.0
13061,0,0,1,1,0,,2,150.0,Kaposvár,555400.0,110600.0
13062,7,3,5,11,0,,26,150.0,Kaposvár,555400.0,110700.0
13063,1,0,0,2,0,,3,160.0,Kaposvár,555400.0,110900.0
13064,21,7,11,38,14,,91,120.0,Kaposvár,555400.0,111400.0
13065,6,3,6,14,3,,32,110.0,Kaposvár,555400.0,111500.0
13066,4,1,8,14,5,,32,90.0,Kaposvár,555400.0,111600.0
13067,2,0,2,6,2,,12,80.0,Kaposvár,555400.0,111800.0
13068,1,0,0,5,2,,8,80.0,Kaposvár,555400.0,111900.0
13069,5,0,2,14,4,,25,80.0,Kaposvár,555400.0,112000.0
13070,8,3,11,25,15,,62,130.0,Kaposvár,555400.0,112100.0
13071,0,1,0,4,3,,8,130.0,Kaposvár,555400.0,112200.0
13072,1,1,0,6,3,,11,120.0,Kaposvár,555400.0,112300.0
13073,2,4,12,24,9,,51,150.0,Kaposvár,555400.0,113200.0
13074,8,1,4,15,8,,36,160.0,Kaposvár,555400.0,113300.0
13075,8,0,7,24,8,,47,180.0,Kaposvár,555400.0,113400.0
13076,2,0,1,6,2,,11,180.0,Kaposvár,555400.0,113600.0
13077,0,0,1,13,5,,19,230.0,Kaposvár,555400.0,113700.0
13078,0,0,0,0,1,,1,230.0,Kaposvár,555400.0,114300.0
13079,1,2,0,3,3,,9,230.0,Kaposvár,555400.0,114700.0
13080,0,1,2,4,1,,8,230.0,Kaposvár,555400.0,114800.0
13081,0,0,0,1,0,,1,150.0,Kaposvár,555400.0,119100.0
13082,0,2,0,2,1,,5,150.0,Kaposvár,555400.0,119500.0
13083,0,0,0,1,1,,2,150.0,Kaposvár,555400.0,120000.0
13084,3,0,3,5,3,,14,150.0,Kaposvár,555500.0,110400.0
13085,3,0,0,5,0,,8,150.0,Kaposvár,555500.0,110500.0
13086,5,1,3,6,2,,17,150.0,Kaposvár,555500.0,110600.0
13087,0,0,0,1,2,,3,120.0,Kaposvár,555500.0,111200.0
13088,3,1,3,9,3,,19,110.0,Kaposvár,555500.0,111300.0
13089,0,0,0,0,1,,1,110.0,Kaposvár,555500.0,111400.0
13090,0,0,0,3,1,,4,90.0,Kaposvár,555500.0,111600.0
13091,17,2,14,39,9,,81,80.0,Kaposvár,555500.0,111700.0
13092,5,2,2,10,1,,20,80.0,Kaposvár,555500.0,111800.0
13093,4,1,1,6,2,,14,80.0,Kaposvár,555500.0,111900.0
13094,3,1,2,1,0,,7,80.0,Kaposvár,555500.0,112000.0
13095,0,0,4,9,3,,16,140.0,Kaposvár,555500.0,112200.0
13096,0,1,5,7,5,,18,160.0,Kaposvár,555500.0,112500.0
13097,0,0,0,3,5,,8,110.0,Kaposvár,555500.0,112600.0
13098,3,0,4,10,3,,20,150.0,Kaposvár,555500.0,113100.0
13099,1,0,1,3,2,,7,150.0,Kaposvár,555500.0,113300.0
13100,1,1,7,12,8,,29,230.0,Kaposvár,555500.0,113400.0
13101,6,1,6,13,8,,34,230.0,Kaposvár,555500.0,113500.0
13102,0,0,0,1,0,,1,160.0,Kaposvár,555500.0,113900.0
13103,0,0,0,2,0,,2,230.0,Kaposvár,555500.0,114900.0
13104,0,0,1,2,0,,3,150.0,Kaposvár,555500.0,119600.0
13105,1,0,0,1,0,,2,150.0,Kaposvár,555500.0,119700.0
13107,0,0,1,3,0,,4,150.0,Kaposvár,555600.0,110200.0
13108,9,0,1,6,0,,16,150.0,Kaposvár,555600.0,110300.0
13109,1,0,0,5,0,,6,150.0,Kaposvár,555600.0,110700.0
13110,0,0,0,3,1,,4,160.0,Kaposvár,555600.0,110800.0
13111,1,0,2,2,2,,7,160.0,Kaposvár,555600.0,110900.0
13112,0,0,0,1,0,,1,80.0,Kaposvár,555600.0,111000.0
13113,0,0,1,2,0,,3,80.0,Kaposvár,555600.0,111200.0
13114,3,1,0,9,0,,13,80.0,Kaposvár,555600.0,111300.0
13115,3,3,6,21,4,,37,80.0,Kaposvár,555600.0,111400.0
13116,0,0,3,14,5,,22,80.0,Kaposvár,555600.0,111500.0
13117,9,1,11,36,12,,69,110.0,Kaposvár,555600.0,111700.0
13118,1,0,0,1,1,,3,100.0,Kaposvár,555600.0,111800.0
13119,1,3,1,6,3,,14,120.0,Kaposvár,555600.0,112600.0
13120,5,0,4,6,5,,20,90.0,Kaposvár,555600.0,112700.0
13121,0,0,1,1,2,,4,150.0,Kaposvár,555600.0,113100.0
13122,2,0,6,11,3,,22,230.0,Kaposvár,555600.0,113500.0
13123,1,1,1,5,4,,12,230.0,Kaposvár,555600.0,113600.0
13124,1,0,0,4,0,,5,230.0,Kaposvár,555600.0,115000.0
13125,0,0,1,4,0,,5,230.0,Kaposvár,555600.0,115100.0
13126,0,0,0,1,0,,1,150.0,Kaposvár,555600.0,119100.0
13127,1,1,2,6,1,,11,150.0,Kaposvár,555600.0,119600.0
13128,1,1,2,2,0,,6,160.0,Kaposvár,555700.0,110700.0
13129,0,0,1,2,0,,3,160.0,Kaposvár,555700.0,110900.0
13130,0,0,0,1,0,,1,100.0,Kaposvár,555700.0,111000.0
13131,0,0,0,1,0,,1,50.0,Kaposvár,555700.0,111300.0
13132,0,0,0,1,0,,1,120.0,Kaposvár,555700.0,112000.0
13133,1,0,1,0,0,,2,120.0,Kaposvár,555700.0,112300.0
13134,1,2,0,2,0,,5,120.0,Kaposvár,555700.0,112500.0
13135,0,0,0,1,1,,2,110.0,Kaposvár,555700.0,112700.0
13136,0,1,3,9,3,,16,110.0,Kaposvár,555700.0,112800.0
13137,1,1,6,13,3,,24,110.0,Kaposvár,555700.0,112900.0
13138,4,2,3,3,2,,14,110.0,Kaposvár,555700.0,113000.0
13139,1,2,2,8,1,,14,170.0,Kaposvár,555700.0,113100.0
13140,0,0,1,2,0,,3,150.0,Kaposvár,555700.0,117200.0
13141,2,0,0,1,1,,4,150.0,Kaposvár,555700.0,119600.0
13142,0,0,0,1,0,,1,100.0,Kaposvár,555800.0,111200.0
13143,0,0,0,0,1,,1,80.0,Kaposvár,555800.0,111400.0
13144,0,0,2,5,0,,7,80.0,Kaposvár,555800.0,111500.0
13145,0,0,0,1,0,,1,80.0,Kaposvár,555800.0,111600.0
13146,1,0,1,2,0,,4,80.0,Kaposvár,555800.0,111800.0
13147,0,0,0,1,0,,1,80.0,Kaposvár,555800.0,111900.0
13148,0,1,1,3,0,,5,80.0,Kaposvár,555800.0,112000.0
13149,1,0,0,2,0,,3,120.0,Kaposvár,555800.0,112200.0
13150,3,0,3,13,6,,25,110.0,Kaposvár,555800.0,112700.0
13151,1,1,5,10,10,,27,110.0,Kaposvár,555800.0,112800.0
13152,5,2,4,20,7,,38,110.0,Kaposvár,555800.0,112900.0
13153,1,0,4,4,6,,15,90.0,Kaposvár,555800.0,113000.0
13154,0,0,0,3,4,,7,100.0,Kaposvár,555800.0,113100.0
13155,0,0,0,2,0,,2,230.0,Kaposvár,555800.0,113400.0
13156,2,0,3,4,1,,10,230.0,Kaposvár,555800.0,115400.0
13157,1,0,1,6,4,,12,150.0,Kaposvár,555800.0,117100.0
13158,0,0,0,3,0,,3,150.0,Kaposvár,555800.0,117200.0
13159,0,0,0,1,0,,1,150.0,Kaposvár,555800.0,119300.0
13160,3,0,2,4,0,,9,150.0,Kaposvár,555800.0,119400.0
13161,0,0,1,1,0,,2,150.0,Kaposvár,555800.0,119500.0
13162,0,1,0,1,0,,2,150.0,Kaposvár,555800.0,119600.0
13163,3,0,3,5,2,,13,150.0,Kaposvár,555800.0,120200.0
13164,5,1,2,3,0,,11,80.0,Kaposvár,555900.0,111500.0
13165,5,2,0,5,1,,13,80.0,Kaposvár,555900.0,111600.0
13166,2,2,0,3,0,,7,80.0,Kaposvár,555900.0,111700.0
13167,0,0,0,3,3,,6,80.0,Kaposvár,555900.0,111800.0
13168,0,0,1,3,2,,6,80.0,Kaposvár,555900.0,111900.0
13169,0,0,0,0,1,,1,80.0,Kaposvár,555900.0,112000.0
13170,0,0,0,5,0,,5,90.0,Kaposvár,555900.0,112100.0
13171,1,0,3,1,0,,5,90.0,Kaposvár,555900.0,112200.0
13172,4,2,6,20,12,,44,100.0,Kaposvár,555900.0,112500.0
13173,9,2,7,37,14,,69,110.0,Kaposvár,555900.0,112600.0
13174,4,1,3,11,13,,32,110.0,Kaposvár,555900.0,112700.0
13175,0,0,0,0,2,,2,110.0,Kaposvár,555900.0,112800.0
13176,7,2,8,18,8,,43,90.0,Kaposvár,555900.0,113000.0
13177,2,0,2,12,3,,19,120.0,Kaposvár,555900.0,117100.0
13178,1,0,0,6,11,,18,120.0,Kaposvár,555900.0,117200.0
13179,3,0,1,15,10,,29,120.0,Kaposvár,555900.0,117300.0
13180,5,1,2,9,5,,22,150.0,Kaposvár,555900.0,117400.0
13181,0,0,0,1,1,,2,150.0,Kaposvár,555900.0,119200.0
13182,0,0,0,0,2,,2,150.0,Kaposvár,555900.0,119400.0
13183,1,0,0,1,0,,2,150.0,Kaposvár,555900.0,119600.0
