,_0_14eves,_15_18eves,_19_30eves,_31_62eves,_63_Xeves,kerulet,nepesseg,nmar,telepules,x,y
129432,3,0,0,3,0,,6,200.0,Nyíregyháza,842400.0,293000.0
129433,0,0,2,3,2,,7,200.0,Nyíregyháza,842400.0,293100.0
129434,0,0,0,0,2,,2,200.0,Nyíregyháza,842400.0,293500.0
129435,0,0,0,0,1,,1,150.0,Nyíregyháza,842400.0,293600.0
129487,0,0,1,2,0,,3,200.0,Nyíregyháza,842500.0,287700.0
129488,4,0,4,6,1,,15,160.0,Nyíregyháza,842500.0,287900.0
129489,4,1,0,6,5,,16,200.0,Nyíregyháza,842500.0,292100.0
129490,0,0,0,2,0,,2,200.0,Nyíregyháza,842500.0,292700.0
129491,0,0,1,1,0,,2,200.0,Nyíregyháza,842500.0,292800.0
129492,2,0,0,5,2,,9,150.0,Nyíregyháza,842500.0,293200.0
129493,0,0,1,1,4,,6,150.0,Nyíregyháza,842500.0,293600.0
129494,3,0,0,4,2,,9,90.0,Nyíregyháza,842500.0,293700.0
129495,0,0,1,3,2,,6,90.0,Nyíregyháza,842500.0,293800.0
129536,0,0,0,0,2,,2,90.0,Nyíregyháza,842600.0,288400.0
129537,0,1,0,3,1,,5,200.0,Nyíregyháza,842600.0,291800.0
129538,2,0,2,2,0,,6,200.0,Nyíregyháza,842600.0,291900.0
129539,0,0,0,2,0,,2,200.0,Nyíregyháza,842600.0,292300.0
129540,0,0,2,4,2,,8,90.0,Nyíregyháza,842600.0,293300.0
129541,0,0,0,4,0,,4,150.0,Nyíregyháza,842600.0,293700.0
129542,0,2,1,5,0,,8,150.0,Nyíregyháza,842600.0,293800.0
129587,1,0,1,0,0,,2,90.0,Nyíregyháza,842700.0,287500.0
129588,1,0,0,2,0,,3,90.0,Nyíregyháza,842700.0,288500.0
129589,0,1,0,1,0,,2,200.0,Nyíregyháza,842700.0,292000.0
129590,0,0,2,6,1,,9,140.0,Nyíregyháza,842700.0,295100.0
129591,0,0,1,1,3,,5,70.0,Nyíregyháza,842700.0,295200.0
129592,0,0,0,3,2,,5,70.0,Nyíregyháza,842700.0,295300.0
129593,4,0,0,8,0,,12,140.0,Nyíregyháza,842700.0,295400.0
129594,0,0,0,0,1,,1,140.0,Nyíregyháza,842700.0,295500.0
129651,2,0,1,1,0,,4,90.0,Nyíregyháza,842800.0,287200.0
129652,4,0,1,6,1,,12,90.0,Nyíregyháza,842800.0,287400.0
129653,0,0,0,3,0,,3,200.0,Nyíregyháza,842800.0,288700.0
129654,1,0,0,2,0,,3,200.0,Nyíregyháza,842800.0,293800.0
129655,1,0,0,2,2,,5,70.0,Nyíregyháza,842800.0,295600.0
129656,2,0,0,2,0,,4,140.0,Nyíregyháza,842800.0,295700.0
129712,0,0,0,1,2,,3,90.0,Nyíregyháza,842900.0,287200.0
129713,10,2,5,11,1,,29,200.0,Nyíregyháza,842900.0,293700.0
129714,2,0,2,6,1,,11,200.0,Nyíregyháza,842900.0,294400.0
129715,5,0,5,8,0,,18,200.0,Nyíregyháza,842900.0,294700.0
129716,0,0,0,4,2,,6,70.0,Nyíregyháza,842900.0,295400.0
129779,0,0,0,2,2,,4,200.0,Nyíregyháza,843000.0,290900.0
129780,5,1,2,4,1,,13,200.0,Nyíregyháza,843000.0,293700.0
129781,2,2,5,6,0,,15,200.0,Nyíregyháza,843000.0,294300.0
129782,0,0,0,1,0,,1,200.0,Nyíregyháza,843000.0,294400.0
129783,0,1,0,2,2,,5,200.0,Nyíregyháza,843000.0,294900.0
129784,0,0,0,4,0,,4,200.0,Nyíregyháza,843000.0,295000.0
129785,1,0,0,2,0,,3,200.0,Nyíregyháza,843000.0,295200.0
129786,0,0,1,2,1,,4,140.0,Nyíregyháza,843000.0,295300.0
129857,2,3,0,3,1,,9,200.0,Nyíregyháza,843100.0,290800.0
129858,2,0,4,0,0,,6,200.0,Nyíregyháza,843100.0,290900.0
129859,2,0,3,6,3,,14,200.0,Nyíregyháza,843100.0,293700.0
129860,2,0,2,6,6,,16,200.0,Nyíregyháza,843100.0,294300.0
129861,1,0,0,4,1,,6,200.0,Nyíregyháza,843100.0,294900.0
129862,0,0,0,1,1,,2,140.0,Nyíregyháza,843100.0,295500.0
129925,3,0,0,4,2,,9,200.0,Nyíregyháza,843200.0,290800.0
129926,0,0,0,1,0,,1,200.0,Nyíregyháza,843200.0,290900.0
129927,0,0,0,0,2,,2,200.0,Nyíregyháza,843200.0,294300.0
129928,0,0,0,1,2,,3,200.0,Nyíregyháza,843200.0,294900.0
129929,0,0,3,4,2,,9,70.0,Nyíregyháza,843200.0,295500.0
129988,5,0,2,11,2,,20,200.0,Nyíregyháza,843300.0,290800.0
129989,0,0,0,3,0,,3,200.0,Nyíregyháza,843300.0,293700.0
129990,2,1,1,4,1,,9,200.0,Nyíregyháza,843300.0,294300.0
129991,6,0,0,4,0,,10,200.0,Nyíregyháza,843300.0,295200.0
129992,0,0,2,7,4,,13,70.0,Nyíregyháza,843300.0,295500.0
130047,7,3,8,20,4,,42,200.0,Nyíregyháza,843400.0,290800.0
130048,15,7,7,10,0,,39,200.0,Nyíregyháza,843400.0,290900.0
130049,0,0,0,2,8,,10,200.0,Nyíregyháza,843400.0,294300.0
130050,0,0,0,0,1,,1,200.0,Nyíregyháza,843400.0,294400.0
130051,0,0,0,0,1,,1,200.0,Nyíregyháza,843400.0,294500.0
130052,3,2,0,7,1,,13,140.0,Nyíregyháza,843400.0,295500.0
130092,3,2,1,10,2,,18,200.0,Nyíregyháza,843500.0,290800.0
130093,0,0,0,1,1,,2,200.0,Nyíregyháza,843500.0,294400.0
130129,0,0,0,1,0,,1,90.0,Nyíregyháza,843600.0,288600.0
130130,5,0,8,9,1,,23,200.0,Nyíregyháza,843600.0,294400.0
130165,0,1,0,1,1,,3,90.0,Nyíregyháza,843700.0,288600.0
130166,0,0,0,3,1,,4,90.0,Nyíregyháza,843700.0,288700.0
130167,0,0,0,2,0,,2,90.0,Nyíregyháza,843700.0,288800.0
130168,2,0,0,4,1,,7,200.0,Nyíregyháza,843700.0,291400.0
130169,0,0,0,2,0,,2,200.0,Nyíregyháza,843700.0,291500.0
130170,0,1,0,5,5,,11,200.0,Nyíregyháza,843700.0,294400.0
130171,0,0,2,2,1,,5,200.0,Nyíregyháza,843700.0,296700.0
130215,1,0,1,2,1,,5,90.0,Nyíregyháza,843800.0,287800.0
130216,3,1,0,4,1,,9,90.0,Nyíregyháza,843800.0,288100.0
130217,0,0,0,0,2,,2,90.0,Nyíregyháza,843800.0,288900.0
130218,1,0,2,7,3,,13,90.0,Nyíregyháza,843800.0,289000.0
130219,0,0,0,2,2,,4,200.0,Nyíregyháza,843800.0,289100.0
130220,0,0,0,0,2,,2,200.0,Nyíregyháza,843800.0,289200.0
130221,1,0,1,7,3,,12,200.0,Nyíregyháza,843800.0,289300.0
130222,0,0,0,2,0,,2,90.0,Nyíregyháza,843800.0,289700.0
130223,7,1,4,4,0,,16,90.0,Nyíregyháza,843800.0,289800.0
130224,5,0,5,7,0,,17,200.0,Nyíregyháza,843800.0,291500.0
130225,2,1,1,4,0,,8,200.0,Nyíregyháza,843800.0,294400.0
130226,0,0,2,4,0,,6,200.0,Nyíregyháza,843800.0,296700.0
130272,21,6,9,37,7,,80,90.0,Nyíregyháza,843900.0,287900.0
130273,6,1,0,7,2,,16,90.0,Nyíregyháza,843900.0,288000.0
130274,3,0,0,6,4,,13,200.0,Nyíregyháza,843900.0,294300.0
130318,7,1,1,10,3,,22,200.0,Nyíregyháza,844000.0,294300.0
130319,0,0,1,2,1,,4,170.0,Nyíregyháza,844000.0,295200.0
130320,0,0,0,0,2,,2,200.0,Nyíregyháza,844000.0,296700.0
130363,3,1,2,8,4,,18,140.0,Nyíregyháza,844100.0,295200.0
130404,2,0,0,4,4,,10,90.0,Nyíregyháza,844200.0,289600.0
130405,2,0,2,8,1,,13,310.0,Nyíregyháza,844200.0,294300.0
130406,0,0,0,1,0,,1,170.0,Nyíregyháza,844200.0,295200.0
130407,0,0,0,3,0,,3,200.0,Nyíregyháza,844200.0,296600.0
130408,0,0,0,0,1,,1,200.0,Nyíregyháza,844200.0,296700.0
130449,0,0,0,1,1,,2,200.0,Nyíregyháza,844300.0,285100.0
130450,2,0,0,4,0,,6,200.0,Nyíregyháza,844300.0,286000.0
130451,0,0,0,1,2,,3,200.0,Nyíregyháza,844300.0,286100.0
130452,0,0,1,0,1,,2,200.0,Nyíregyháza,844300.0,286200.0
130453,0,0,4,6,3,,13,240.0,Nyíregyháza,844300.0,286300.0
130454,1,1,1,4,3,,10,100.0,Nyíregyháza,844300.0,289300.0
130455,0,0,1,1,1,,3,90.0,Nyíregyháza,844300.0,289600.0
130456,0,0,0,1,0,,1,310.0,Nyíregyháza,844300.0,294200.0
130457,0,1,0,2,1,,4,310.0,Nyíregyháza,844300.0,294300.0
130458,2,1,0,3,2,,8,140.0,Nyíregyháza,844300.0,295100.0
130498,0,1,2,2,1,,6,240.0,Nyíregyháza,844400.0,285500.0
130499,0,0,0,1,1,,2,200.0,Nyíregyháza,844400.0,286000.0
130500,1,0,2,2,3,,8,200.0,Nyíregyháza,844400.0,286100.0
130501,0,0,0,2,0,,2,240.0,Nyíregyháza,844400.0,286300.0
130502,3,0,2,2,3,,10,270.0,Nyíregyháza,844400.0,286400.0
130503,2,3,2,7,1,,15,270.0,Nyíregyháza,844400.0,286500.0
130504,0,0,0,6,4,,10,240.0,Nyíregyháza,844400.0,286600.0
130505,0,1,1,1,0,,3,100.0,Nyíregyháza,844400.0,290000.0
130506,0,0,0,1,0,,1,100.0,Nyíregyháza,844400.0,290100.0
130507,0,1,0,2,1,,4,420.0,Nyíregyháza,844400.0,293100.0
130508,0,0,2,2,1,,5,140.0,Nyíregyháza,844400.0,295100.0
130509,0,0,4,4,2,,10,200.0,Nyíregyháza,844400.0,296600.0
130547,3,0,4,1,2,,10,270.0,Nyíregyháza,844500.0,285500.0
130548,0,0,2,2,0,,4,240.0,Nyíregyháza,844500.0,285600.0
130549,1,1,0,2,2,,6,200.0,Nyíregyháza,844500.0,285800.0
130550,0,0,1,2,0,,3,200.0,Nyíregyháza,844500.0,289600.0
130551,0,0,0,1,0,,1,200.0,Nyíregyháza,844500.0,289700.0
130552,0,0,1,2,0,,3,160.0,Nyíregyháza,844500.0,290000.0
130553,0,0,0,1,1,,2,120.0,Nyíregyháza,844500.0,290200.0
130554,1,0,0,2,0,,3,310.0,Nyíregyháza,844500.0,294200.0
130555,1,0,0,3,0,,4,170.0,Nyíregyháza,844500.0,295100.0
130602,3,0,2,6,1,,12,110.0,Nyíregyháza,844600.0,290500.0
130603,4,1,3,9,5,,22,110.0,Nyíregyháza,844600.0,290600.0
130604,0,0,2,5,0,,7,160.0,Nyíregyháza,844600.0,290700.0
130605,1,1,1,5,2,,10,210.0,Nyíregyháza,844600.0,293600.0
130606,0,0,1,6,1,,8,310.0,Nyíregyháza,844600.0,294200.0
130660,2,0,0,2,2,,6,160.0,Nyíregyháza,844700.0,290700.0
130661,3,0,5,7,2,,17,110.0,Nyíregyháza,844700.0,290800.0
130662,2,0,0,4,1,,7,160.0,Nyíregyháza,844700.0,290900.0
130663,2,0,0,3,1,,6,420.0,Nyíregyháza,844700.0,294200.0
130719,0,0,0,0,2,,2,200.0,Nyíregyháza,844800.0,289900.0
130720,0,0,0,0,1,,1,160.0,Nyíregyháza,844800.0,290800.0
130721,0,1,0,4,5,,10,160.0,Nyíregyháza,844800.0,290900.0
130722,3,1,0,5,2,,11,110.0,Nyíregyháza,844800.0,291000.0
130723,1,0,1,7,2,,11,110.0,Nyíregyháza,844800.0,291100.0
130724,6,1,0,4,1,,12,350.0,Nyíregyháza,844800.0,294200.0
130725,1,0,1,2,0,,4,200.0,Nyíregyháza,844800.0,296200.0
130781,0,0,0,2,0,,2,200.0,Nyíregyháza,844900.0,289900.0
130782,0,0,0,2,1,,3,200.0,Nyíregyháza,844900.0,290000.0
130783,0,0,0,1,0,,1,110.0,Nyíregyháza,844900.0,290200.0
130784,4,0,1,3,1,,9,200.0,Nyíregyháza,844900.0,290700.0
130785,2,0,0,2,2,,6,160.0,Nyíregyháza,844900.0,291200.0
130786,0,0,0,1,2,,3,420.0,Nyíregyháza,844900.0,294300.0
130787,0,0,0,4,1,,5,420.0,Nyíregyháza,844900.0,294400.0
130788,0,0,0,1,0,,1,200.0,Nyíregyháza,844900.0,295100.0
130844,2,1,3,10,7,,23,200.0,Nyíregyháza,845000.0,288100.0
130845,3,1,0,3,0,,7,200.0,Nyíregyháza,845000.0,288200.0
130846,2,0,3,5,1,,11,200.0,Nyíregyháza,845000.0,288300.0
130847,1,0,3,3,0,,7,120.0,Nyíregyháza,845000.0,290900.0
130848,1,0,2,2,0,,5,160.0,Nyíregyháza,845000.0,291000.0
130849,2,0,0,5,3,,10,110.0,Nyíregyháza,845000.0,291400.0
130850,2,0,0,2,0,,4,110.0,Nyíregyháza,845000.0,291500.0
130851,1,2,4,9,0,,16,160.0,Nyíregyháza,845000.0,291600.0
130852,0,0,0,1,0,,1,200.0,Nyíregyháza,845000.0,291700.0
130853,0,0,0,0,1,,1,160.0,Nyíregyháza,845000.0,291800.0
130854,0,0,0,3,0,,3,110.0,Nyíregyháza,845000.0,291900.0
130855,3,1,0,6,1,,11,160.0,Nyíregyháza,845000.0,292000.0
130856,0,0,0,1,1,,2,200.0,Nyíregyháza,845000.0,295000.0
130911,2,0,2,9,8,,21,200.0,Nyíregyháza,845100.0,288000.0
130912,0,0,0,4,2,,6,200.0,Nyíregyháza,845100.0,288400.0
130913,0,0,2,2,2,,6,90.0,Nyíregyháza,845100.0,292300.0
130914,0,0,0,2,0,,2,110.0,Nyíregyháza,845100.0,294800.0
130915,0,0,1,1,0,,2,110.0,Nyíregyháza,845100.0,294900.0
130916,0,0,2,3,1,,6,200.0,Nyíregyháza,845100.0,295000.0
130966,0,1,0,2,0,,3,200.0,Nyíregyháza,845200.0,288600.0
130967,2,0,0,2,0,,4,90.0,Nyíregyháza,845200.0,292300.0
130968,0,0,0,2,0,,2,90.0,Nyíregyháza,845200.0,292400.0
130969,2,0,1,6,3,,12,110.0,Nyíregyháza,845200.0,293700.0
130970,0,1,3,4,2,,10,110.0,Nyíregyháza,845200.0,293800.0
130971,1,0,1,3,1,,6,110.0,Nyíregyháza,845200.0,293900.0
130972,0,1,1,4,0,,6,110.0,Nyíregyháza,845200.0,294100.0
130973,3,1,2,9,2,,17,110.0,Nyíregyháza,845200.0,294200.0
130974,0,0,0,0,1,,1,200.0,Nyíregyháza,845200.0,295000.0
131032,0,0,1,5,0,,6,200.0,Nyíregyháza,845300.0,288600.0
131033,0,0,0,1,0,,1,200.0,Nyíregyháza,845300.0,288700.0
131034,0,0,0,1,0,,1,200.0,Nyíregyháza,845300.0,290000.0
131035,0,0,0,5,0,,5,90.0,Nyíregyháza,845300.0,292400.0
131036,0,0,2,2,2,,6,90.0,Nyíregyháza,845300.0,292500.0
131037,4,0,0,4,0,,8,90.0,Nyíregyháza,845300.0,292600.0
131038,2,0,0,4,0,,6,90.0,Nyíregyháza,845300.0,292700.0
131039,2,0,1,3,0,,6,110.0,Nyíregyháza,845300.0,294300.0
131040,0,0,1,3,1,,5,110.0,Nyíregyháza,845300.0,294400.0
131041,0,0,0,0,1,,1,110.0,Nyíregyháza,845300.0,294500.0
131042,0,0,8,9,3,,20,110.0,Nyíregyháza,845300.0,294600.0
131043,0,0,0,0,2,,2,200.0,Nyíregyháza,845300.0,295500.0
131044,0,0,0,0,1,,1,200.0,Nyíregyháza,845300.0,295600.0
131045,0,0,0,1,0,,1,200.0,Nyíregyháza,845300.0,295700.0
131102,0,0,3,1,1,,5,200.0,Nyíregyháza,845400.0,288800.0
131103,2,0,3,5,2,,12,200.0,Nyíregyháza,845400.0,289000.0
131104,1,0,1,4,0,,6,200.0,Nyíregyháza,845400.0,289100.0
131105,0,0,1,5,2,,8,200.0,Nyíregyháza,845400.0,289200.0
131106,4,0,0,3,0,,7,200.0,Nyíregyháza,845400.0,291700.0
131107,2,0,2,3,0,,7,140.0,Nyíregyháza,845400.0,291800.0
131108,1,0,5,13,0,,19,70.0,Nyíregyháza,845400.0,291900.0
131109,1,0,4,10,3,,18,90.0,Nyíregyháza,845400.0,292800.0
131110,0,0,0,2,2,,4,90.0,Nyíregyháza,845400.0,292900.0
131164,1,0,0,2,1,,4,200.0,Nyíregyháza,845500.0,286500.0
131165,1,1,1,2,0,,5,200.0,Nyíregyháza,845500.0,290200.0
131166,0,0,0,1,0,,1,200.0,Nyíregyháza,845500.0,290300.0
131167,1,1,0,3,0,,5,200.0,Nyíregyháza,845500.0,290400.0
131168,0,0,2,2,0,,4,200.0,Nyíregyháza,845500.0,290500.0
131169,17,13,17,56,16,,119,90.0,Nyíregyháza,845500.0,293600.0
131224,0,0,0,3,0,,3,200.0,Nyíregyháza,845600.0,285900.0
131225,0,0,2,0,0,,2,200.0,Nyíregyháza,845600.0,286000.0
131226,0,0,0,0,1,,1,200.0,Nyíregyháza,845600.0,286100.0
131227,0,0,0,1,1,,2,200.0,Nyíregyháza,845600.0,286200.0
131228,1,0,0,2,0,,3,200.0,Nyíregyháza,845600.0,286400.0
131229,1,0,1,1,2,,5,200.0,Nyíregyháza,845600.0,286500.0
131230,1,0,2,0,0,,3,200.0,Nyíregyháza,845600.0,287100.0
131231,0,0,0,0,2,,2,170.0,Nyíregyháza,845600.0,300400.0
131232,1,0,1,0,0,,2,170.0,Nyíregyháza,845600.0,300900.0
131233,1,0,0,3,0,,4,140.0,Nyíregyháza,845600.0,301100.0
131234,0,0,0,4,0,,4,170.0,Nyíregyháza,845600.0,301400.0
131235,0,0,1,2,3,,6,110.0,Nyíregyháza,845600.0,301500.0
131236,0,0,2,1,0,,3,110.0,Nyíregyháza,845600.0,301700.0
131237,0,0,0,3,1,,4,110.0,Nyíregyháza,845600.0,301800.0
131238,0,0,1,2,1,,4,170.0,Nyíregyháza,845600.0,301900.0
131239,3,2,0,4,0,,9,110.0,Nyíregyháza,845600.0,302000.0
131240,0,0,0,1,1,,2,110.0,Nyíregyháza,845600.0,302100.0
131296,0,0,2,2,0,,4,200.0,Nyíregyháza,845700.0,287300.0
131297,0,0,0,1,1,,2,200.0,Nyíregyháza,845700.0,295400.0
131298,1,0,0,5,4,,10,130.0,Nyíregyháza,845700.0,301500.0
131299,3,0,1,4,2,,10,110.0,Nyíregyháza,845700.0,301600.0
131300,0,0,0,3,0,,3,110.0,Nyíregyháza,845700.0,301700.0
131394,0,0,0,0,1,,1,200.0,Nyíregyháza,845900.0,290300.0
131395,0,0,1,2,0,,3,200.0,Nyíregyháza,845900.0,292900.0
131396,0,0,4,8,0,,12,130.0,Nyíregyháza,845900.0,296700.0
131397,0,0,0,2,2,,4,130.0,Nyíregyháza,845900.0,298500.0
131398,1,0,4,5,2,,12,140.0,Nyíregyháza,845900.0,301500.0
131449,0,0,0,1,2,,3,200.0,Nyíregyháza,846000.0,290700.0
131450,3,0,1,1,0,,5,200.0,Nyíregyháza,846000.0,291300.0
131451,0,0,1,0,0,,1,200.0,Nyíregyháza,846000.0,293500.0
131452,1,0,0,1,2,,4,200.0,Nyíregyháza,846000.0,294900.0
131453,0,0,0,2,0,,2,200.0,Nyíregyháza,846000.0,295200.0
131454,0,0,0,0,1,,1,200.0,Nyíregyháza,846000.0,295400.0
131455,3,1,1,1,1,,7,140.0,Nyíregyháza,846000.0,301500.0
131456,0,0,0,0,1,,1,170.0,Nyíregyháza,846000.0,302000.0
131457,0,2,0,2,0,,4,170.0,Nyíregyháza,846000.0,302100.0
131458,2,1,1,2,0,,6,170.0,Nyíregyháza,846000.0,302300.0
131459,0,1,1,4,2,,8,170.0,Nyíregyháza,846000.0,302400.0
131460,3,2,4,14,0,,23,170.0,Nyíregyháza,846000.0,302500.0
131504,0,0,0,3,0,,3,230.0,Nyíregyháza,846100.0,289700.0
131505,0,0,1,1,1,,3,230.0,Nyíregyháza,846100.0,289800.0
131506,0,0,1,2,3,,6,160.0,Nyíregyháza,846100.0,290000.0
131507,0,2,1,3,1,,7,180.0,Nyíregyháza,846100.0,290100.0
131508,0,0,0,0,1,,1,160.0,Nyíregyháza,846100.0,290200.0
131509,3,3,1,14,6,,27,200.0,Nyíregyháza,846100.0,290600.0
131510,1,1,0,3,2,,7,200.0,Nyíregyháza,846100.0,290700.0
131511,4,2,0,5,0,,11,200.0,Nyíregyháza,846100.0,290800.0
131512,1,1,0,2,1,,5,200.0,Nyíregyháza,846100.0,290900.0
131513,0,0,0,4,2,,6,200.0,Nyíregyháza,846100.0,291100.0
131514,1,0,0,0,3,,4,200.0,Nyíregyháza,846100.0,291300.0
131515,1,0,3,6,4,,14,200.0,Nyíregyháza,846100.0,291400.0
131516,0,0,0,1,1,,2,200.0,Nyíregyháza,846100.0,291500.0
131517,0,0,0,1,3,,4,200.0,Nyíregyháza,846100.0,291600.0
131518,0,0,0,0,1,,1,200.0,Nyíregyháza,846100.0,291700.0
131519,5,0,2,6,0,,13,170.0,Nyíregyháza,846100.0,292600.0
131520,6,2,11,34,11,,64,190.0,Nyíregyháza,846100.0,292700.0
131521,6,1,9,30,6,,52,150.0,Nyíregyháza,846100.0,292800.0
131522,2,0,2,10,0,,14,130.0,Nyíregyháza,846100.0,292900.0
131523,3,2,7,16,4,,32,130.0,Nyíregyháza,846100.0,293000.0
131524,2,0,2,7,1,,12,170.0,Nyíregyháza,846100.0,293100.0
131525,3,0,6,12,2,,23,170.0,Nyíregyháza,846100.0,293200.0
131526,0,0,1,3,0,,4,200.0,Nyíregyháza,846100.0,294600.0
131527,0,0,0,1,2,,3,200.0,Nyíregyháza,846100.0,294800.0
131528,0,0,0,0,1,,1,200.0,Nyíregyháza,846100.0,294900.0
131529,0,0,0,0,1,,1,140.0,Nyíregyháza,846100.0,296900.0
131530,0,1,1,1,1,,4,130.0,Nyíregyháza,846100.0,297000.0
131531,0,0,0,3,0,,3,130.0,Nyíregyháza,846100.0,297100.0
131532,3,0,3,6,2,,14,130.0,Nyíregyháza,846100.0,297300.0
131533,2,1,1,4,1,,9,140.0,Nyíregyháza,846100.0,297400.0
131534,8,1,3,15,9,,36,140.0,Nyíregyháza,846100.0,297800.0
131535,3,4,7,14,4,,32,130.0,Nyíregyháza,846100.0,297900.0
131536,16,4,7,16,5,,48,130.0,Nyíregyháza,846100.0,298000.0
131537,0,0,0,4,1,,5,150.0,Nyíregyháza,846100.0,298100.0
131538,0,0,0,0,3,,3,140.0,Nyíregyháza,846100.0,298200.0
131539,0,0,1,1,2,,4,140.0,Nyíregyháza,846100.0,298300.0
131540,3,1,2,7,0,,13,140.0,Nyíregyháza,846100.0,298400.0
131541,0,0,0,1,0,,1,140.0,Nyíregyháza,846100.0,298500.0
131542,3,0,1,2,3,,9,140.0,Nyíregyháza,846100.0,298600.0
131543,2,1,2,5,1,,11,140.0,Nyíregyháza,846100.0,298700.0
131544,0,0,0,2,2,,4,130.0,Nyíregyháza,846100.0,298800.0
131545,2,0,1,2,0,,5,130.0,Nyíregyháza,846100.0,298900.0
131546,0,1,0,6,1,,8,120.0,Nyíregyháza,846100.0,299000.0
131547,0,1,1,2,0,,4,140.0,Nyíregyháza,846100.0,301100.0
131548,0,0,0,1,0,,1,180.0,Nyíregyháza,846100.0,301400.0
131549,0,0,0,1,0,,1,180.0,Nyíregyháza,846100.0,301500.0
131550,1,0,0,2,0,,3,140.0,Nyíregyháza,846100.0,301600.0
131551,3,0,2,5,0,,10,170.0,Nyíregyháza,846100.0,301700.0
131552,1,0,1,6,0,,8,170.0,Nyíregyháza,846100.0,301800.0
131553,0,0,0,2,2,,4,170.0,Nyíregyháza,846100.0,301900.0
131554,0,0,0,1,0,,1,170.0,Nyíregyháza,846100.0,302100.0
131597,0,0,2,4,4,,10,210.0,Nyíregyháza,846200.0,289500.0
131598,0,0,0,4,1,,5,170.0,Nyíregyháza,846200.0,289900.0
131599,2,0,0,2,4,,8,200.0,Nyíregyháza,846200.0,291800.0
131600,2,0,1,8,4,,15,210.0,Nyíregyháza,846200.0,292700.0
131601,2,0,1,5,0,,8,180.0,Nyíregyháza,846200.0,292800.0
131602,5,1,6,21,11,,44,140.0,Nyíregyháza,846200.0,292900.0
131603,3,0,7,13,4,,27,140.0,Nyíregyháza,846200.0,293000.0
131604,1,5,7,15,3,,31,150.0,Nyíregyháza,846200.0,293100.0
131605,9,2,0,7,2,,20,150.0,Nyíregyháza,846200.0,293200.0
131606,0,0,2,2,0,,4,190.0,Nyíregyháza,846200.0,293600.0
131607,7,0,0,6,0,,13,200.0,Nyíregyháza,846200.0,294200.0
131608,0,0,1,2,0,,3,190.0,Nyíregyháza,846200.0,294300.0
131609,1,0,3,3,1,,8,200.0,Nyíregyháza,846200.0,294500.0
131610,0,0,0,0,2,,2,200.0,Nyíregyháza,846200.0,295200.0
131611,2,3,6,10,9,,30,130.0,Nyíregyháza,846200.0,296900.0
131612,0,1,3,6,1,,11,130.0,Nyíregyháza,846200.0,297000.0
131613,2,0,0,13,4,,19,130.0,Nyíregyháza,846200.0,297100.0
131614,4,1,0,7,3,,15,130.0,Nyíregyháza,846200.0,297200.0
131615,5,1,0,6,1,,13,130.0,Nyíregyháza,846200.0,297300.0
131616,2,2,4,8,0,,16,130.0,Nyíregyháza,846200.0,297400.0
131617,13,1,8,26,12,,60,180.0,Nyíregyháza,846200.0,301400.0
131664,2,0,3,5,0,,10,200.0,Nyíregyháza,846300.0,286800.0
131665,2,3,8,9,0,,22,220.0,Nyíregyháza,846300.0,288500.0
131666,0,0,0,3,1,,4,230.0,Nyíregyháza,846300.0,289300.0
131667,1,0,3,4,0,,8,210.0,Nyíregyháza,846300.0,289400.0
131668,7,1,10,22,9,,49,150.0,Nyíregyháza,846300.0,292100.0
131669,5,0,8,24,5,,42,180.0,Nyíregyháza,846300.0,292200.0
131670,3,0,9,16,6,,34,220.0,Nyíregyháza,846300.0,292300.0
131671,9,1,1,20,8,,39,220.0,Nyíregyháza,846300.0,292400.0
131672,3,1,2,18,8,,32,160.0,Nyíregyháza,846300.0,292500.0
131673,2,1,3,11,6,,23,170.0,Nyíregyháza,846300.0,292600.0
131674,3,2,3,17,12,,37,180.0,Nyíregyháza,846300.0,292700.0
131675,1,0,1,16,4,,22,150.0,Nyíregyháza,846300.0,292800.0
131676,1,2,1,16,6,,26,210.0,Nyíregyháza,846300.0,292900.0
131677,7,1,3,16,8,,35,140.0,Nyíregyháza,846300.0,293000.0
131678,3,1,1,13,3,,21,170.0,Nyíregyháza,846300.0,293100.0
131679,4,0,6,13,2,,25,190.0,Nyíregyháza,846300.0,293200.0
131680,0,0,0,2,4,,6,150.0,Nyíregyháza,846300.0,293300.0
131681,6,1,5,11,1,,24,230.0,Nyíregyháza,846300.0,293400.0
131682,4,0,0,5,0,,9,200.0,Nyíregyháza,846300.0,293500.0
131683,0,0,1,3,1,,5,210.0,Nyíregyháza,846300.0,294200.0
131684,5,0,0,7,0,,12,220.0,Nyíregyháza,846300.0,294300.0
131685,1,0,0,4,1,,6,130.0,Nyíregyháza,846300.0,296900.0
131686,0,0,3,2,0,,5,200.0,Nyíregyháza,846300.0,301300.0
131737,3,2,5,10,2,,22,200.0,Nyíregyháza,846400.0,286800.0
131738,2,0,3,5,0,,10,220.0,Nyíregyháza,846400.0,288500.0
131739,3,1,6,17,5,,32,220.0,Nyíregyháza,846400.0,288600.0
131740,6,3,16,23,6,,54,220.0,Nyíregyháza,846400.0,288700.0
131741,3,1,5,17,5,,31,220.0,Nyíregyháza,846400.0,288800.0
131742,12,2,7,20,5,,46,220.0,Nyíregyháza,846400.0,288900.0
131743,8,4,10,33,12,,67,220.0,Nyíregyháza,846400.0,289000.0
