,AREA,FEAT_TYPE,POLYGON_NM,geometry
927,88891,LAKE,,"POLYGON ((18.40399 47.55163, 18.40401 47.55172, 18.40417 47.55185, 18.40437 47.55195, 18.40469 47.552, 18.40505 47.55197, 18.40522 47.55192, 18.40537 47.55181, 18.40545 47.55162, 18.40566 47.55132, 18.40581 47.55118, 18.40615 47.55095, 18.4068 47.55065, 18.40754 47.55024, 18.40773 47.5501, 18.40783 47.54993, 18.40786 47.54977, 18.40782 47.54961, 18.40767 47.54946, 18.40708 47.54909, 18.40677 47.54892, 18.40661 47.5489, 18.40642 47.54892, 18.40613 47.54903, 18.40457 47.5498, 18.40399 47.5501, 18.40383 47.55025, 18.40377 47.55041, 18.40379 47.55057, 18.40384 47.55071, 18.40382 47.55097, 18.40384 47.55112, 18.40399 47.55163))"
928,241516,LAKE,,"POLYGON ((19.23961 47.19538, 19.24094 47.19497, 19.24114 47.19479, 19.24203 47.19427, 19.24238 47.19411, 19.24257 47.19402, 19.24265 47.19396, 19.24265 47.19388, 19.24254 47.19376, 19.24239 47.19363, 19.24225 47.19363, 19.24193 47.19376, 19.24157 47.19397, 19.2413 47.19408, 19.24119 47.19407, 19.24113 47.19402, 19.24108 47.19391, 19.24146 47.19363, 19.24164 47.19361, 19.24185 47.19357, 19.24206 47.19349, 19.24219 47.19341, 19.2422 47.19331, 19.24218 47.19322, 19.24211 47.19313, 19.24205 47.19304, 19.24197 47.19298, 19.24182 47.19288, 19.24163 47.19282, 19.24132 47.19267, 19.24109 47.1926, 19.24096 47.1925, 19.24098 47.19237, 19.24148 47.19229, 19.24174 47.19225, 19.24218 47.19209, 19.24244 47.19201, 19.24325 47.1918, 19.24362 47.19151, 19.24389 47.19123, 19.24405 47.19114, 19.2442 47.19111, 19.24426 47.19098, 19.24433 47.19086, 19.24436 47.1907, 19.24426 47.19052, 19.24416 47.19042, 19.24402 47.19038, 19.24383 47.19041, 19.24348 47.19048, 19.24323 47.1905, 19.24281 47.19052, 19.24251 47.19054, 19.24219 47.1906, 19.24191 47.19067, 19.24163 47.19084, 19.24139 47.19095, 19.24121 47.19097, 19.24099 47.19093, 19.24083 47.19091, 19.24067 47.1909, 19.24051 47.19089, 19.24043 47.19091, 19.2404 47.19096, 19.24042 47.19111, 19.24043 47.19124, 19.24037 47.19131, 19.24031 47.19138, 19.24029 47.19148, 19.24007 47.19156, 19.23992 47.19157, 19.23974 47.19153, 19.23963 47.19147, 19.23949 47.19144, 19.23933 47.19146, 19.23882 47.19165, 19.23867 47.19174, 19.23861 47.19182, 19.23866 47.19197, 19.23867 47.19208, 19.2385 47.19222, 19.23824 47.19234, 19.23772 47.19256, 19.2374 47.19269, 19.23684 47.19281, 19.23662 47.1929, 19.23655 47.193, 19.23653 47.19312, 19.23658 47.19318, 19.23669 47.19329, 19.23692 47.19348, 19.23726 47.19375, 19.23743 47.19394, 19.23743 47.19402, 19.23733 47.19412, 19.2371 47.19428, 19.23701 47.19442, 19.23709 47.19459, 19.23734 47.1948, 19.23778 47.19507, 19.23835 47.19537, 19.23846 47.19544, 19.23863 47.19545, 19.23884 47.1954, 19.23923 47.19542, 19.23961 47.19538))"
929,149397,LAKE,,"POLYGON ((20.16279 46.70354, 20.16412 46.70331, 20.16627 46.70308, 20.16821 46.70284, 20.16909 46.70276, 20.1695 46.70266, 20.16961 46.70255, 20.16961 46.70241, 20.16949 46.70235, 20.16829 46.70234, 20.16568 46.70228, 20.16419 46.70234, 20.16267 46.70252, 20.15831 46.70296, 20.1572 46.70305, 20.15691 46.70313, 20.15687 46.70324, 20.15713 46.70412, 20.15718 46.70425, 20.15725 46.70429, 20.15757 46.70431, 20.16118 46.70388, 20.16279 46.70354))"
930,1641317,LAKE,GYÁLARÉTI-HOLT-TISZA,"POLYGON ((20.03288 46.17648, 20.03296 46.17639, 20.03427 46.17599, 20.03498 46.17564, 20.03873 46.17452, 20.03944 46.17435, 20.03958 46.17435, 20.04012 46.17415, 20.04196 46.17373, 20.04425 46.17333, 20.04529 46.17314, 20.04616 46.17306, 20.04781 46.17308, 20.04897 46.17321, 20.05109 46.17352, 20.0536 46.17409, 20.0558 46.1748, 20.05778 46.17557, 20.05996 46.17665, 20.06078 46.17711, 20.06093 46.17725, 20.0636 46.17896, 20.06645 46.1812, 20.06859 46.18318, 20.07101 46.18579, 20.07302 46.18845, 20.07462 46.19112, 20.07535 46.19278, 20.07565 46.19388, 20.07589 46.19475, 20.07589 46.19524, 20.07582 46.19587, 20.07576 46.19613, 20.0756 46.19674, 20.07512 46.19775, 20.07436 46.19888, 20.07386 46.19947, 20.07333 46.20021, 20.07308 46.20061, 20.07275 46.20093, 20.07238 46.20123, 20.072 46.20161, 20.07168 46.20188, 20.07099 46.20238, 20.0706 46.20268, 20.07035 46.20295, 20.07019 46.20326, 20.07005 46.20381, 20.06999 46.20435, 20.07009 46.20476, 20.0704 46.20533, 20.07079 46.20581, 20.07118 46.20625, 20.07195 46.20685, 20.07382 46.2079, 20.07472 46.20832, 20.07541 46.20866, 20.0788 46.2105, 20.07979 46.21101, 20.08344 46.21307, 20.08476 46.21374, 20.08585 46.21437, 20.08665 46.21488, 20.08731 46.2154, 20.08799 46.21612, 20.08962 46.21803, 20.09044 46.2188, 20.09075 46.21922, 20.09106 46.21989, 20.09119 46.22043, 20.09123 46.22083, 20.09129 46.22103, 20.09161 46.22172, 20.09225 46.22291, 20.09281 46.22423, 20.09295 46.22465, 20.09354 46.22557, 20.09378 46.22587, 20.09439 46.22637, 20.09535 46.22702, 20.09596 46.22736, 20.0961 46.22744, 20.09653 46.2276, 20.09717 46.22775, 20.09834 46.22789, 20.10168 46.22809, 20.10427 46.2281, 20.10592 46.22801, 20.10745 46.22786, 20.10784 46.22779, 20.10945 46.2275, 20.1103 46.22728, 20.11094 46.22695, 20.11172 46.22643, 20.11201 46.22621, 20.11279 46.22559, 20.11335 46.22506, 20.11372 46.22462, 20.11388 46.2244, 20.11472 46.22318, 20.11507 46.22257, 20.11562 46.22151, 20.1159 46.22072, 20.1164 46.21859, 20.11662 46.21717, 20.1167 46.21613, 20.11667 46.21606, 20.11657 46.21603, 20.11647 46.21608, 20.11638 46.2162, 20.11633 46.21644, 20.11608 46.21771, 20.11595 46.21874, 20.11565 46.21997, 20.11555 46.22037, 20.11535 46.22097, 20.11502 46.22174, 20.11465 46.22245, 20.1144 46.22288, 20.11351 46.22412, 20.11339 46.22428, 20.11297 46.22484, 20.11274 46.2251, 20.11245 46.22532, 20.11193 46.22558, 20.11147 46.22595, 20.11095 46.22637, 20.11031 46.22678, 20.10987 46.22701, 20.1094 46.22714, 20.10847 46.22731, 20.10719 46.2275, 20.10472 46.22772, 20.1034 46.22777, 20.10166 46.22775, 20.09874 46.22754, 20.09818 46.22748, 20.09738 46.22736, 20.09663 46.22707, 20.09629 46.22688, 20.09579 46.2266, 20.09487 46.22593, 20.09437 46.22536, 20.09395 46.22475, 20.09248 46.22131, 20.09203 46.22035, 20.09129 46.21906, 20.09067 46.21805, 20.08951 46.21646, 20.08914 46.21614, 20.08861 46.21563, 20.08781 46.21495, 20.08648 46.21406, 20.08607 46.21381, 20.0827 46.21188, 20.08181 46.21131, 20.07914 46.20977, 20.07769 46.20903, 20.07657 46.20849, 20.07562 46.20797, 20.07396 46.20706, 20.07265 46.20619, 20.07175 46.20553, 20.07128 46.20504, 20.07107 46.20459, 20.07099 46.20424, 20.07098 46.20387, 20.07106 46.20347, 20.07133 46.20302, 20.07311 46.20169, 20.07487 46.19994, 20.07573 46.19896, 20.07637 46.19816, 20.07677 46.19736, 20.07699 46.19646, 20.07704 46.19617, 20.07711 46.19572, 20.07703 46.1947, 20.07666 46.19323, 20.0761 46.19146, 20.07562 46.19057, 20.07344 46.18713, 20.07147 46.18463, 20.07068 46.18358, 20.06909 46.18195, 20.06841 46.18124, 20.06592 46.17929, 20.0638 46.17766, 20.06257 46.17685, 20.06225 46.17666, 20.06145 46.17619, 20.0611 46.17602, 20.05892 46.17505, 20.05768 46.17452, 20.05516 46.1736, 20.05291 46.17298, 20.05003 46.17243, 20.04858 46.17227, 20.04776 46.17222, 20.04569 46.17227, 20.045 46.17235, 20.04351 46.17263, 20.04249 46.17278, 20.04132 46.17293, 20.04 46.17321, 20.03817 46.17365, 20.03623 46.1742, 20.03372 46.17499, 20.03263 46.17529, 20.03106 46.17568, 20.02943 46.17603, 20.02836 46.1763, 20.02803 46.1764, 20.02782 46.17647, 20.02702 46.17655, 20.02636 46.17659, 20.02576 46.17654, 20.02553 46.17647, 20.02505 46.17617, 20.02439 46.17554, 20.02404 46.17516, 20.02382 46.17477, 20.02364 46.17427, 20.02359 46.17346, 20.0239 46.17196, 20.02451 46.17005, 20.03319 46.14736, 20.03354 46.14669, 20.03449 46.14613, 20.03616 46.14531, 20.03722 46.14494, 20.04002 46.14477, 20.04128 46.14478, 20.04247 46.14488, 20.05698 46.14795, 20.05807 46.14809, 20.05908 46.14797, 20.06036 46.14764, 20.06172 46.14687, 20.05806 46.14788, 20.04174 46.14442, 20.03683 46.14471, 20.03306 46.14662, 20.02296 46.17331, 20.02311 46.17464, 20.02347 46.17548, 20.02417 46.17621, 20.02549 46.17686, 20.02666 46.177, 20.02799 46.17702, 20.02816 46.177, 20.03288 46.17648))"
931,55988,LAKE,,"POLYGON ((18.12143 46.31829, 18.12193 46.31878, 18.12221 46.31898, 18.1224 46.31911, 18.12319 46.31945, 18.12325 46.31946, 18.1234 46.31947, 18.12362 46.3196, 18.12366 46.31969, 18.12366 46.31978, 18.12358 46.31995, 18.12359 46.32001, 18.12369 46.32011, 18.12379 46.32015, 18.12381 46.32028, 18.12384 46.3203, 18.12393 46.3203, 18.12427 46.32021, 18.12467 46.32011, 18.12497 46.31996, 18.12501 46.31994, 18.12501 46.31984, 18.12479 46.31952, 18.12473 46.31936, 18.12467 46.31875, 18.1246 46.31859, 18.12456 46.31855, 18.12403 46.31844, 18.12388 46.31839, 18.12346 46.31838, 18.12327 46.31836, 18.12313 46.31832, 18.12281 46.31818, 18.1223 46.31791, 18.12215 46.31786, 18.12142 46.31784, 18.12084 46.31778, 18.12066 46.3178, 18.12057 46.31783, 18.12048 46.31789, 18.12045 46.31803, 18.1205 46.31806, 18.12059 46.3181, 18.12088 46.31814, 18.12131 46.3182, 18.12138 46.31824, 18.12143 46.31829))"
932,210872,LAKE,FEHÉR-TÓ,"POLYGON ((20.12881 46.34142, 20.12925 46.3417, 20.12951 46.34179, 20.12966 46.3418, 20.12985 46.34179, 20.13014 46.34166, 20.13053 46.34145, 20.13178 46.34047, 20.13192 46.34032, 20.13199 46.34006, 20.13208 46.33947, 20.13224 46.33917, 20.13236 46.33878, 20.13242 46.3379, 20.13275 46.33637, 20.1327 46.33618, 20.13247 46.33595, 20.13206 46.33558, 20.13187 46.33548, 20.13157 46.33543, 20.13108 46.3354, 20.1307 46.33543, 20.13041 46.33552, 20.13014 46.33555, 20.12982 46.33549, 20.12968 46.33543, 20.12969 46.33526, 20.12965 46.33516, 20.1296 46.33516, 20.1295 46.3352, 20.12939 46.33542, 20.12939 46.3355, 20.12946 46.33555, 20.13056 46.33592, 20.13073 46.33592, 20.13106 46.33586, 20.13153 46.3358, 20.13167 46.33582, 20.13183 46.33587, 20.13207 46.33605, 20.13212 46.33612, 20.13224 46.33628, 20.13219 46.33649, 20.13211 46.33671, 20.13198 46.33694, 20.13184 46.33708, 20.13159 46.3372, 20.13002 46.33789, 20.12957 46.338, 20.12941 46.33812, 20.12935 46.33829, 20.12918 46.33846, 20.1288 46.33875, 20.12769 46.33927, 20.12739 46.33946, 20.12703 46.33983, 20.12684 46.3402, 20.12684 46.34029, 20.12694 46.34038, 20.12752 46.34064, 20.12881 46.34142))"
933,45658,LAKE,,"POLYGON ((18.55353 46.97252, 18.55476 46.97242, 18.55505 46.97233, 18.5552 46.97217, 18.55526 46.97189, 18.55496 46.97162, 18.55422 46.97123, 18.55335 46.97099, 18.55256 46.97088, 18.5523 46.97078, 18.55216 46.97078, 18.5519 46.97089, 18.55186 46.97104, 18.55193 46.97125, 18.55232 46.97158, 18.5527 46.97206, 18.55292 46.97242, 18.55303 46.97255, 18.55317 46.97257, 18.55353 46.97252))"
934,16752,LAKE,TEMETŐ-TÓ,"POLYGON ((20.10454 46.25187, 20.10484 46.25209, 20.1049 46.25211, 20.10495 46.25211, 20.10522 46.2519, 20.10525 46.25183, 20.10524 46.25174, 20.1052 46.25167, 20.10503 46.25152, 20.10496 46.25144, 20.10495 46.25136, 20.10497 46.25123, 20.10494 46.25107, 20.10489 46.25097, 20.10482 46.25088, 20.10451 46.25061, 20.10433 46.25046, 20.10424 46.25044, 20.10404 46.25054, 20.10391 46.25067, 20.10388 46.25071, 20.10389 46.25074, 20.10395 46.2508, 20.10394 46.25085, 20.10373 46.25112, 20.10372 46.25117, 20.10374 46.25122, 20.10388 46.25135, 20.10454 46.25187))"
935,60106,LAKE,,"POLYGON ((18.30683 47.28102, 18.30698 47.28131, 18.30702 47.28136, 18.30706 47.28136, 18.30756 47.28125, 18.30818 47.28115, 18.30847 47.28115, 18.30887 47.2812, 18.31038 47.28127, 18.31064 47.28125, 18.31087 47.28121, 18.31106 47.28111, 18.31173 47.28067, 18.31239 47.28013, 18.31241 47.28007, 18.31241 47.28, 18.31226 47.2798, 18.31209 47.27963, 18.3119 47.27963, 18.31121 47.27982, 18.30818 47.28054, 18.30697 47.28086, 18.30681 47.28091, 18.3068 47.28095, 18.30683 47.28102))"
936,94268,LAKE,HORGÁSZTÓ,"POLYGON ((17.95992 47.12028, 17.96009 47.1204, 17.96013 47.12047, 17.96015 47.12052, 17.96023 47.12055, 17.96031 47.12055, 17.96041 47.1205, 17.96054 47.12044, 17.96064 47.12041, 17.96077 47.12039, 17.9609 47.1204, 17.96099 47.1204, 17.96104 47.12039, 17.9611 47.12036, 17.96111 47.12028, 17.9611 47.12022, 17.96109 47.12016, 17.96117 47.12014, 17.96126 47.12012, 17.96134 47.12013, 17.96136 47.12019, 17.96141 47.1203, 17.96143 47.12039, 17.96148 47.12046, 17.96156 47.12047, 17.96162 47.12045, 17.96167 47.12042, 17.96171 47.12036, 17.96178 47.12032, 17.96187 47.12027, 17.96192 47.12023, 17.96189 47.12019, 17.96182 47.12014, 17.96178 47.12011, 17.96171 47.1201, 17.96163 47.1201, 17.96157 47.12007, 17.96151 47.12002, 17.96143 47.11999, 17.96132 47.11999, 17.96124 47.11994, 17.96121 47.11989, 17.96125 47.11985, 17.96133 47.11983, 17.96147 47.11986, 17.96161 47.11991, 17.96175 47.11997, 17.96189 47.12003, 17.96199 47.12009, 17.96207 47.12017, 17.96209 47.12026, 17.96212 47.12037, 17.96217 47.12042, 17.96226 47.12043, 17.96231 47.12042, 17.96235 47.12039, 17.96233 47.12034, 17.96231 47.12028, 17.96235 47.12025, 17.96241 47.12023, 17.96246 47.12024, 17.9625 47.12026, 17.9626 47.12033, 17.96269 47.12041, 17.96278 47.12048, 17.96285 47.12052, 17.96294 47.12055, 17.96312 47.1206, 17.96324 47.12066, 17.96332 47.12069, 17.96342 47.1207, 17.9635 47.12069, 17.96356 47.12065, 17.96366 47.12056, 17.96373 47.12052, 17.96383 47.1205, 17.96393 47.1205, 17.96403 47.1205, 17.96412 47.12046, 17.96416 47.12041, 17.96419 47.12035, 17.96416 47.12026, 17.96413 47.12018, 17.96409 47.12012, 17.964 47.12007, 17.96392 47.12005, 17.96382 47.12002, 17.96377 47.11999, 17.96377 47.11994, 17.96384 47.11989, 17.96392 47.11985, 17.96402 47.11985, 17.96413 47.11986, 17.9642 47.11985, 17.96429 47.11979, 17.96435 47.11972, 17.96437 47.11962, 17.96436 47.11952, 17.96432 47.11943, 17.96424 47.11933, 17.96422 47.11924, 17.96426 47.11921, 17.96433 47.11918, 17.96441 47.11919, 17.96448 47.11916, 17.96454 47.11912, 17.96455 47.11907, 17.96455 47.119, 17.96449 47.11891, 17.96437 47.1188, 17.96432 47.11866, 17.96424 47.11857, 17.9642 47.11849, 17.96417 47.11846, 17.96411 47.11845, 17.96404 47.11846, 17.96396 47.11847, 17.96389 47.11849, 17.96378 47.11849, 17.96368 47.11848, 17.96361 47.11849, 17.96357 47.11853, 17.96352 47.11858, 17.96347 47.11863, 17.96341 47.11864, 17.96326 47.11863, 17.96318 47.11858, 17.96312 47.1185, 17.96307 47.11847, 17.963 47.11847, 17.9629 47.11848, 17.9628 47.11851, 17.96272 47.11854, 17.9626 47.11854, 17.96245 47.11856, 17.96235 47.11862, 17.96224 47.11871, 17.96215 47.11883, 17.96204 47.11887, 17.96196 47.11887, 17.96188 47.11889, 17.96181 47.1189, 17.9617 47.11889, 17.96159 47.1189, 17.96152 47.11891, 17.96149 47.11895, 17.96142 47.11895, 17.96134 47.11891, 17.96127 47.1189, 17.96122 47.1189, 17.9612 47.11894, 17.96121 47.11899, 17.96113 47.11904, 17.96105 47.11913, 17.96099 47.1192, 17.96091 47.11926, 17.96082 47.11932, 17.96071 47.11936, 17.96061 47.11936, 17.96057 47.11932, 17.96062 47.11926, 17.9606 47.11919, 17.96046 47.11914, 17.96027 47.11907, 17.96014 47.11907, 17.96011 47.1191, 17.96008 47.11916, 17.95998 47.11918, 17.95991 47.11917, 17.95988 47.11912, 17.95981 47.11909, 17.95967 47.1191, 17.95953 47.11911, 17.95942 47.11909, 17.95938 47.11904, 17.95928 47.119, 17.95919 47.11901, 17.95913 47.11904, 17.95915 47.11916, 17.95917 47.11936, 17.95915 47.11955, 17.95912 47.11973, 17.9591 47.11986, 17.95917 47.11992, 17.95927 47.12002, 17.95947 47.12014, 17.95965 47.12019, 17.95992 47.12028), (17.96156 47.11951, 17.96155 47.11956, 17.96145 47.11956, 17.96136 47.11958, 17.96131 47.11958, 17.96126 47.11954, 17.96125 47.11949, 17.9612 47.11947, 17.96119 47.11944, 17.96124 47.11941, 17.96128 47.1194, 17.96134 47.11937, 17.96142 47.11937, 17.96149 47.1194, 17.96153 47.11946, 17.96156 47.11951), (17.96245 47.1196, 17.96242 47.1197, 17.96235 47.11977, 17.96229 47.11978, 17.96223 47.11976, 17.9622 47.1197, 17.96222 47.11963, 17.96224 47.11956, 17.96225 47.11948, 17.96226 47.11942, 17.96233 47.1194, 17.96242 47.11941, 17.96246 47.11944, 17.96246 47.1195, 17.96245 47.11955, 17.96245 47.1196))"
937,54065,LAKE,,"POLYGON ((18.09165 45.93045, 18.09187 45.9315, 18.09232 45.93328, 18.09218 45.93393, 18.09312 45.93404, 18.09338 45.93315, 18.0934 45.93264, 18.09325 45.93161, 18.09286 45.93032, 18.09165 45.93045))"
938,414847,LAKE,FEHÉR-TÓ,"POLYGON ((20.07324 46.31841, 20.073 46.31874, 20.07299 46.31895, 20.07319 46.31905, 20.07397 46.31919, 20.07692 46.31955, 20.07825 46.31982, 20.07931 46.32019, 20.08013 46.32057, 20.08053 46.32069, 20.08103 46.32065, 20.08136 46.32052, 20.08366 46.3189, 20.08377 46.31873, 20.08373 46.31857, 20.08345 46.31834, 20.0766 46.31532, 20.07603 46.31518, 20.07557 46.31513, 20.07515 46.31518, 20.07487 46.31528, 20.07454 46.3155, 20.07324 46.31841))"
939,816233,LAKE,,"POLYGON ((19.09051 47.25787, 19.09043 47.25793, 19.09023 47.258, 19.09017 47.25806, 19.09025 47.25816, 19.09026 47.25835, 19.0904 47.25851, 19.0909 47.25881, 19.09265 47.25963, 19.09296 47.25979, 19.09312 47.25978, 19.09327 47.25972, 19.09337 47.25961, 19.09334 47.25953, 19.09319 47.25945, 19.09315 47.25939, 19.09322 47.25932, 19.09333 47.2593, 19.09361 47.25936, 19.09393 47.25946, 19.09445 47.25956, 19.09461 47.25955, 19.09473 47.25957, 19.09558 47.25987, 19.09575 47.25988, 19.09591 47.25986, 19.09607 47.25964, 19.09622 47.25927, 19.09651 47.25893, 19.09662 47.25891, 19.09666 47.25902, 19.09629 47.25979, 19.09634 47.25988, 19.09671 47.25992, 19.09726 47.26002, 19.09818 47.26013, 19.09844 47.26006, 19.09864 47.2599, 19.09876 47.25968, 19.09904 47.25938, 19.09904 47.25898, 19.09901 47.25879, 19.09929 47.25853, 19.0997 47.25831, 19.09984 47.25826, 19.10015 47.2584, 19.10049 47.2585, 19.10085 47.25856, 19.10119 47.25859, 19.10141 47.25861, 19.10169 47.25854, 19.10194 47.25838, 19.10232 47.25809, 19.10272 47.25783, 19.10288 47.25765, 19.10297 47.25747, 19.10299 47.25728, 19.10304 47.25706, 19.10313 47.25692, 19.10323 47.25689, 19.10333 47.25689, 19.10344 47.25693, 19.1035 47.25687, 19.10346 47.25682, 19.1033 47.25674, 19.1033 47.25668, 19.10343 47.25665, 19.10373 47.25667, 19.10393 47.25675, 19.10405 47.25677, 19.10418 47.25674, 19.10421 47.25667, 19.10419 47.25651, 19.10426 47.25645, 19.1044 47.2564, 19.10455 47.25641, 19.10466 47.25645, 19.10482 47.25642, 19.10503 47.25626, 19.10513 47.25613, 19.10515 47.25601, 19.10506 47.25577, 19.10489 47.25548, 19.10471 47.25523, 19.10472 47.25516, 19.10486 47.2551, 19.10484 47.25503, 19.10445 47.25476, 19.10411 47.2545, 19.10396 47.2542, 19.10392 47.25403, 19.1038 47.25393, 19.10379 47.25383, 19.10371 47.25361, 19.1038 47.25355, 19.10395 47.25344, 19.10395 47.25339, 19.10361 47.25314, 19.10324 47.25314, 19.10305 47.25309, 19.10292 47.25304, 19.10269 47.25288, 19.10228 47.25278, 19.10184 47.25265, 19.10145 47.25244, 19.10138 47.25233, 19.10068 47.25205, 19.09994 47.25188, 19.09963 47.25185, 19.09934 47.25184, 19.09911 47.25187, 19.09898 47.25193, 19.09894 47.25198, 19.09893 47.25208, 19.09887 47.25221, 19.09873 47.25233, 19.09857 47.2524, 19.09819 47.25245, 19.09797 47.25257, 19.09771 47.2526, 19.09754 47.25259, 19.09741 47.25264, 19.0973 47.25272, 19.0971 47.25314, 19.09689 47.25331, 19.09678 47.25343, 19.0967 47.2536, 19.09651 47.25374, 19.09616 47.25391, 19.09574 47.25402, 19.09559 47.25414, 19.09557 47.25421, 19.09587 47.25423, 19.09615 47.25429, 19.09633 47.25445, 19.09631 47.2545, 19.09623 47.25453, 19.09551 47.25468, 19.09539 47.25476, 19.09526 47.25509, 19.09515 47.2552, 19.0949 47.25533, 19.09466 47.25538, 19.09414 47.25537, 19.09406 47.2554, 19.09403 47.25547, 19.09405 47.25557, 19.09414 47.25566, 19.09425 47.25572, 19.09456 47.25575, 19.09485 47.25576, 19.09525 47.25573, 19.09612 47.25565, 19.09668 47.25554, 19.09704 47.25544, 19.09714 47.25544, 19.0972 47.25548, 19.09717 47.25554, 19.09687 47.25571, 19.09494 47.25663, 19.09431 47.25695, 19.09394 47.25705, 19.09239 47.25738, 19.09204 47.2574, 19.09177 47.25738, 19.09128 47.25733, 19.0909 47.25725, 19.09058 47.25716, 19.08998 47.25694, 19.0888 47.25646, 19.08858 47.2564, 19.08852 47.2564, 19.08851 47.25643, 19.08866 47.25683, 19.08886 47.2571, 19.08903 47.2573, 19.08917 47.25736, 19.08961 47.25737, 19.08966 47.25743, 19.08958 47.25759, 19.08977 47.25781, 19.08993 47.25786, 19.09033 47.25778, 19.09044 47.25778, 19.09051 47.25782, 19.09051 47.25787))"
940,998412,LAKE,,"POLYGON ((18.57461 46.84989, 18.57577 46.84971, 18.5804 46.84089, 18.57293 46.84088, 18.5718 46.8408, 18.56851 46.83997, 18.56585 46.84547, 18.57017 46.84622, 18.57106 46.84649, 18.57141 46.84704, 18.57238 46.84813, 18.57461 46.84989))"
941,609765,LAKE,,"POLYGON ((18.5582 46.47373, 18.558 46.47557, 18.55802 46.47885, 18.55778 46.47954, 18.55691 46.48025, 18.5571 46.48055, 18.55709 46.48086, 18.5573 46.48098, 18.55744 46.48111, 18.55815 46.48111, 18.55829 46.48103, 18.55886 46.48099, 18.55943 46.48069, 18.5596 46.48069, 18.56019 46.48101, 18.5604 46.48103, 18.56132 46.48047, 18.56124 46.48022, 18.56105 46.47906, 18.56001 46.47841, 18.56025 46.47573, 18.56346 46.47279, 18.56385 46.46851, 18.56408 46.46743, 18.56508 46.4653, 18.56633 46.46333, 18.56639 46.46308, 18.56636 46.46301, 18.56627 46.46292, 18.56601 46.4628, 18.56575 46.46285, 18.56555 46.46297, 18.56528 46.46323, 18.56367 46.46517, 18.56221 46.46733, 18.55989 46.47121, 18.55862 46.4727, 18.5582 46.47373))"
942,14312,LAKE,,"POLYGON ((20.8017 48.12783, 20.80172 48.12708, 20.8014 48.12658, 20.8013 48.12645, 20.8012 48.1263, 20.80114 48.12628, 20.80104 48.12628, 20.8009 48.12633, 20.80089 48.12645, 20.80108 48.12673, 20.8013 48.12695, 20.80136 48.12711, 20.80119 48.1274, 20.80118 48.12751, 20.80123 48.12784, 20.80146 48.12839, 20.80168 48.12857, 20.80229 48.12879, 20.80256 48.12884, 20.80274 48.12886, 20.80279 48.12878, 20.80245 48.12863, 20.80218 48.12855, 20.8019 48.12835, 20.8017 48.12783))"
