,AREA,FEAT_TYPE,POLYGON_NM,geometry
68,250567,LAKE,,"POLYGON ((19.49121 48.09294, 19.49126 48.09306, 19.49137 48.0931, 19.49187 48.09303, 19.49212 48.09294, 19.49241 48.09283, 19.49258 48.09274, 19.49258 48.09264, 19.49262 48.09253, 19.49312 48.0923, 19.49348 48.0921, 19.49384 48.09198, 19.49401 48.09201, 19.4944 48.09236, 19.49442 48.09254, 19.49418 48.09277, 19.49351 48.0932, 19.49338 48.09334, 19.49329 48.09346, 19.49316 48.09354, 19.49243 48.09372, 19.49177 48.09385, 19.49149 48.09394, 19.4914 48.094, 19.49138 48.09404, 19.49146 48.09413, 19.49163 48.09421, 19.49187 48.09434, 19.49204 48.0945, 19.49232 48.0947, 19.49262 48.09482, 19.49296 48.09492, 19.49346 48.09509, 19.49384 48.09524, 19.49407 48.09525, 19.4942 48.09516, 19.49434 48.09505, 19.49444 48.095, 19.49459 48.09501, 19.49472 48.09508, 19.49477 48.09513, 19.49499 48.09512, 19.49629 48.09463, 19.49713 48.09432, 19.49794 48.09415, 19.49855 48.09404, 19.49922 48.0938, 19.49932 48.09372, 19.49932 48.09366, 19.49917 48.09355, 19.49896 48.09336, 19.49877 48.0931, 19.49855 48.09287, 19.49827 48.09271, 19.49789 48.09254, 19.49754 48.09231, 19.49744 48.09222, 19.49743 48.09213, 19.49754 48.09206, 19.49774 48.09206, 19.49793 48.09202, 19.49798 48.09196, 19.49759 48.09155, 19.49726 48.09124, 19.49695 48.09108, 19.49663 48.09102, 19.49629 48.0911, 19.49599 48.09121, 19.4956 48.09132, 19.49503 48.09153, 19.49442 48.09145, 19.49369 48.09141, 19.49326 48.09141, 19.4926 48.09149, 19.49218 48.09157, 19.49162 48.09176, 19.49119 48.09222, 19.49113 48.09248, 19.49115 48.0927, 19.49121 48.09294))"
69,86723,LAKE,,"POLYGON ((19.4748 48.09289, 19.47525 48.09296, 19.47539 48.09296, 19.47576 48.09301, 19.47593 48.09301, 19.47609 48.09295, 19.47622 48.09286, 19.47636 48.09272, 19.47634 48.09263, 19.47637 48.09241, 19.47635 48.09238, 19.47572 48.09222, 19.47554 48.09213, 19.47529 48.0921, 19.47509 48.09212, 19.4748 48.09218, 19.4747 48.09217, 19.47446 48.09209, 19.47399 48.09191, 19.47359 48.09182, 19.47329 48.09173, 19.47313 48.09172, 19.47301 48.09178, 19.47293 48.09178, 19.47284 48.09173, 19.47288 48.09165, 19.47288 48.09155, 19.47287 48.09149, 19.47281 48.09145, 19.47275 48.09144, 19.47258 48.09155, 19.47244 48.09155, 19.47232 48.09151, 19.47223 48.09144, 19.47219 48.09135, 19.47223 48.09128, 19.47265 48.09112, 19.47282 48.091, 19.47295 48.09083, 19.47304 48.09045, 19.47312 48.0904, 19.47349 48.09043, 19.47356 48.09046, 19.47354 48.09066, 19.47342 48.09079, 19.47339 48.09094, 19.47309 48.09141, 19.47312 48.09146, 19.47336 48.0915, 19.47367 48.09157, 19.47386 48.09158, 19.47402 48.09168, 19.47424 48.09174, 19.47435 48.0918, 19.47444 48.09187, 19.4746 48.09193, 19.47479 48.09196, 19.47497 48.09193, 19.47537 48.09177, 19.47539 48.09165, 19.47538 48.09151, 19.47512 48.09047, 19.47517 48.09023, 19.4753 48.08994, 19.47531 48.0898, 19.47529 48.08974, 19.47519 48.08969, 19.47508 48.08968, 19.47496 48.08975, 19.47484 48.08986, 19.47473 48.0899, 19.47461 48.08989, 19.47453 48.08983, 19.47447 48.08967, 19.4744 48.08964, 19.47423 48.08965, 19.47413 48.08972, 19.47406 48.0898, 19.4739 48.09005, 19.47363 48.09028, 19.47348 48.09032, 19.47327 48.09029, 19.4732 48.09022, 19.47319 48.09006, 19.47303 48.08968, 19.47299 48.08926, 19.47292 48.08906, 19.47288 48.08873, 19.47281 48.08873, 19.47279 48.08877, 19.47277 48.089, 19.47278 48.08916, 19.47284 48.08942, 19.47288 48.08947, 19.47291 48.08992, 19.47299 48.09009, 19.47298 48.09016, 19.47285 48.09037, 19.47271 48.09077, 19.47263 48.09088, 19.47247 48.09102, 19.47234 48.0911, 19.47219 48.09114, 19.47209 48.0912, 19.47201 48.0913, 19.47201 48.09147, 19.47221 48.09165, 19.47223 48.09171, 19.47229 48.09177, 19.47237 48.09179, 19.47246 48.0918, 19.47273 48.09187, 19.47276 48.09189, 19.47275 48.09214, 19.47289 48.0923, 19.47305 48.09241, 19.47349 48.09261, 19.4741 48.09275, 19.47433 48.09277, 19.4748 48.09289))"
70,11232,LAKE,,"POLYGON ((19.59354 47.60595, 19.59364 47.60596, 19.59376 47.60609, 19.59392 47.60607, 19.59443 47.60583, 19.5945 47.60549, 19.59442 47.60536, 19.59429 47.60525, 19.59406 47.60522, 19.59399 47.6053, 19.59382 47.60543, 19.5933 47.60574, 19.59285 47.60604, 19.59289 47.60612, 19.59338 47.60649, 19.59346 47.60649, 19.59349 47.60641, 19.59348 47.60621, 19.59354 47.60595))"
71,439766,LAKE,PALATINUS-TÓ,"POLYGON ((18.73814 47.73238, 18.7388 47.73223, 18.73965 47.73181, 18.74102 47.731, 18.74177 47.73053, 18.74276 47.73001, 18.7435 47.72954, 18.74405 47.72917, 18.74452 47.72873, 18.74484 47.72834, 18.74521 47.72766, 18.74539 47.72725, 18.74577 47.72682, 18.74611 47.7266, 18.74675 47.72635, 18.74726 47.72611, 18.74743 47.72594, 18.74746 47.72579, 18.74742 47.72564, 18.74737 47.72553, 18.74723 47.72548, 18.74696 47.72547, 18.74669 47.72554, 18.74513 47.72618, 18.74478 47.72629, 18.74437 47.72628, 18.74413 47.72618, 18.74328 47.72564, 18.74303 47.7256, 18.74248 47.7256, 18.74184 47.72582, 18.7412 47.72623, 18.74011 47.72702, 18.73775 47.72882, 18.73719 47.72928, 18.73707 47.72946, 18.737 47.72966, 18.73674 47.72976, 18.73646 47.72976, 18.73622 47.72984, 18.7359 47.73007, 18.73569 47.73035, 18.73571 47.73056, 18.73583 47.73081, 18.73685 47.73134, 18.73693 47.73155, 18.73696 47.73184, 18.73706 47.7321, 18.7374 47.73232, 18.73777 47.7324, 18.73814 47.73238))"
72,11611,LAKE,,"POLYGON ((21.84049 47.93099, 21.84045 47.93102, 21.84052 47.93209, 21.84057 47.93212, 21.84129 47.93214, 21.84135 47.93211, 21.84127 47.93102, 21.84123 47.93099, 21.84049 47.93099))"
73,107601,LAKE,BÁNKI-TÓ,"POLYGON ((19.17765 47.92302, 19.1786 47.9228, 19.17948 47.92244, 19.17977 47.92224, 19.17989 47.92211, 19.18011 47.92161, 19.18025 47.92115, 19.18017 47.92097, 19.18 47.92078, 19.17986 47.92051, 19.1796 47.92047, 19.17897 47.92055, 19.17784 47.92069, 19.17694 47.92089, 19.17621 47.92111, 19.17578 47.92138, 19.17558 47.92158, 19.17556 47.92183, 19.1756 47.92202, 19.17563 47.92219, 19.17587 47.92247, 19.1768 47.92305, 19.17711 47.92305, 19.17765 47.92302))"
74,48009,LAKE,SZULAI-TÓ,"POLYGON ((18.94339 47.14813, 18.94328 47.1483, 18.94331 47.14848, 18.94432 47.14944, 18.94536 47.15069, 18.94567 47.1506, 18.94577 47.15037, 18.94587 47.14948, 18.94591 47.14851, 18.94577 47.14832, 18.94404 47.14813, 18.94339 47.14813))"
75,136237,LAKE,ORFŰI-TÓ,"POLYGON ((18.155 46.14127, 18.15467 46.14125, 18.15421 46.14147, 18.15363 46.1418, 18.15296 46.1423, 18.15245 46.14264, 18.15187 46.14338, 18.15128 46.14415, 18.15441 46.14513, 18.15488 46.14454, 18.15583 46.14377, 18.15681 46.14293, 18.15721 46.14247, 18.15684 46.14214, 18.15617 46.1419, 18.15588 46.1419, 18.15538 46.14238, 18.15433 46.14317, 18.15396 46.14317, 18.15375 46.14304, 18.15517 46.14155, 18.15525 46.14139, 18.155 46.14127))"
76,74749,LAKE,LENDVADEDESI-TÓ,"POLYGON ((16.51083 46.59019, 16.5122 46.58955, 16.51271 46.58871, 16.5136 46.58843, 16.51358 46.58826, 16.51337 46.58823, 16.51259 46.58834, 16.51188 46.58829, 16.51195 46.58797, 16.51108 46.5873, 16.5107 46.58695, 16.51049 46.58701, 16.5104 46.58722, 16.51001 46.58796, 16.50993 46.58842, 16.50993 46.58928, 16.5104 46.59027, 16.51083 46.59019))"
77,10309,LAKE,,"POLYGON ((17.13535 46.51636, 17.13548 46.51628, 17.13559 46.5162, 17.13562 46.51617, 17.13561 46.51613, 17.1355 46.51597, 17.13541 46.51584, 17.13533 46.51565, 17.13529 46.51564, 17.13525 46.51565, 17.13509 46.51571, 17.13497 46.51576, 17.13487 46.51584, 17.13465 46.51592, 17.13453 46.51599, 17.13449 46.51604, 17.1345 46.51608, 17.13456 46.5161, 17.13462 46.51615, 17.13467 46.51619, 17.13471 46.51624, 17.1346 46.51626, 17.13452 46.51625, 17.13444 46.51631, 17.13437 46.51634, 17.13421 46.51631, 17.13408 46.51626, 17.13401 46.51626, 17.13398 46.51628, 17.13398 46.51633, 17.13401 46.51639, 17.13412 46.51652, 17.13427 46.51661, 17.13439 46.51663, 17.13459 46.5166, 17.13476 46.51658, 17.13482 46.51656, 17.13489 46.51653, 17.13501 46.51656, 17.13511 46.51658, 17.1352 46.51652, 17.13526 46.51643, 17.13535 46.51636))"
78,68870,LAKE,,"POLYGON ((19.38187 47.54348, 19.38199 47.54336, 19.38214 47.54335, 19.38241 47.54319, 19.38269 47.54195, 19.38292 47.54133, 19.38431 47.53897, 19.38434 47.53888, 19.38429 47.53878, 19.38376 47.53858, 19.38364 47.53858, 19.38348 47.53859, 19.38285 47.53924, 19.3827 47.53932, 19.38215 47.54025, 19.38172 47.54088, 19.38146 47.54115, 19.38138 47.54141, 19.38155 47.54153, 19.3819 47.5416, 19.38198 47.5417, 19.38189 47.54191, 19.38178 47.54222, 19.38153 47.54279, 19.38155 47.54295, 19.38161 47.54305, 19.38161 47.54313, 19.38164 47.54326, 19.38171 47.5434, 19.38178 47.54346, 19.38187 47.54348))"
79,40364,LAKE,HORGÁSZTÓ,"POLYGON ((17.23253 47.53417, 17.23341 47.53419, 17.2341 47.53429, 17.23468 47.53423, 17.23497 47.53398, 17.23502 47.53336, 17.23517 47.53287, 17.23522 47.53255, 17.23502 47.53226, 17.23484 47.53233, 17.23479 47.53275, 17.23463 47.53299, 17.23452 47.53329, 17.23432 47.53341, 17.23405 47.53325, 17.2339 47.53318, 17.23368 47.53323, 17.23354 47.53337, 17.2333 47.53334, 17.23309 47.53316, 17.23296 47.53285, 17.2328 47.53253, 17.23267 47.53253, 17.23247 47.53256, 17.23236 47.53333, 17.2323 47.53401, 17.23253 47.53417))"
80,287797,LAKE,,"POLYGON ((19.66826 46.91242, 19.66861 46.91239, 19.66916 46.91221, 19.6695 46.91193, 19.66818 46.91059, 19.66924 46.90948, 19.66956 46.90908, 19.66853 46.90727, 19.66758 46.90763, 19.66685 46.90781, 19.66682 46.90819, 19.66656 46.90843, 19.66616 46.90856, 19.6658 46.90855, 19.66535 46.90841, 19.66503 46.90817, 19.66323 46.90649, 19.66309 46.90634, 19.66268 46.90547, 19.66248 46.90425, 19.66243 46.90412, 19.66226 46.90412, 19.65912 46.90494, 19.6617 46.90691, 19.66426 46.90901, 19.66661 46.91095, 19.66768 46.91187, 19.66826 46.91242))"
81,62875,LAKE,,"POLYGON ((17.08809 46.94243, 17.08767 46.94206, 17.08737 46.9418, 17.08718 46.9416, 17.08711 46.94142, 17.08699 46.94111, 17.08697 46.94079, 17.08694 46.94061, 17.0869 46.94054, 17.08675 46.94043, 17.08661 46.94032, 17.08649 46.94017, 17.08638 46.9401, 17.08627 46.94007, 17.08618 46.94007, 17.0861 46.94011, 17.08601 46.94019, 17.08597 46.94036, 17.08598 46.94045, 17.08592 46.94055, 17.08577 46.94075, 17.08564 46.94105, 17.08557 46.94119, 17.08554 46.94139, 17.08551 46.94156, 17.08543 46.94177, 17.0854 46.94197, 17.08543 46.94215, 17.08552 46.94228, 17.08563 46.94239, 17.08577 46.94251, 17.08596 46.9427, 17.08612 46.94283, 17.08632 46.94296, 17.08646 46.94303, 17.08661 46.94307, 17.08714 46.94314, 17.08779 46.94324, 17.08833 46.94332, 17.08877 46.9434, 17.08889 46.94342, 17.08894 46.94343, 17.08901 46.94342, 17.089 46.94337, 17.08887 46.9432, 17.08864 46.94296, 17.08838 46.9427, 17.08809 46.94243), (17.08737 46.94276, 17.08744 46.94282, 17.08754 46.9429, 17.08756 46.94297, 17.08752 46.94301, 17.08745 46.94303, 17.08728 46.94303, 17.08712 46.94301, 17.08702 46.94296, 17.08689 46.94292, 17.08674 46.94288, 17.08659 46.94285, 17.08653 46.9428, 17.08652 46.94267, 17.08656 46.94257, 17.08665 46.94251, 17.08678 46.94249, 17.08693 46.94251, 17.08715 46.9426, 17.08732 46.94272, 17.08737 46.94276))"
82,186378,LAKE,,"POLYGON ((20.81733 47.67914, 20.8167 47.67942, 20.8164 47.67976, 20.81664 47.67997, 20.81721 47.68033, 20.81775 47.68056, 20.8181 47.68069, 20.81813 47.68097, 20.81808 47.68108, 20.81785 47.68122, 20.8174 47.68166, 20.81712 47.68207, 20.81713 47.68247, 20.81741 47.68277, 20.81781 47.68285, 20.81837 47.68289, 20.81963 47.68282, 20.82079 47.6826, 20.82164 47.68215, 20.82208 47.68169, 20.82243 47.68095, 20.82233 47.68037, 20.82136 47.67985, 20.8194 47.67963, 20.81886 47.67933, 20.81799 47.67913, 20.81733 47.67914))"
83,23901,LAKE,,"POLYGON ((21.15926 48.02702, 21.1596 48.02709, 21.1604 48.02719, 21.16086 48.02717, 21.16162 48.02694, 21.16184 48.02674, 21.16187 48.02647, 21.16166 48.02637, 21.16117 48.02652, 21.16048 48.02676, 21.1599 48.02683, 21.15927 48.02678, 21.15849 48.02635, 21.15831 48.02595, 21.158 48.02551, 21.15763 48.02513, 21.15738 48.02511, 21.15737 48.02523, 21.15776 48.02593, 21.15833 48.02656, 21.15893 48.0269, 21.15926 48.02702))"
84,273935,LAKE,,"POLYGON ((20.52936 46.89099, 20.52946 46.89019, 20.52898 46.88747, 20.52312 46.88658, 20.52199 46.88951, 20.52936 46.89099))"
85,155563,LAKE,,"POLYGON ((18.11071 46.17601, 18.11181 46.17609, 18.11421 46.17623, 18.11481 46.17633, 18.11609 46.17723, 18.11775 46.17765, 18.11871 46.17777, 18.11905 46.17777, 18.11919 46.17767, 18.11911 46.17741, 18.11885 46.17708, 18.11855 46.17653, 18.11823 46.17626, 18.11739 46.17597, 18.11655 46.1756, 18.11599 46.17523, 18.11501 46.17495, 18.11365 46.17438, 18.11255 46.17412, 18.11181 46.17477, 18.11078 46.17589, 18.11071 46.17601))"
86,23827,LAKE,,"POLYGON ((18.11664 46.13822, 18.11691 46.13822, 18.11713 46.13811, 18.11741 46.13786, 18.11763 46.13753, 18.11761 46.13727, 18.11749 46.137, 18.11731 46.13688, 18.11679 46.13676, 18.11649 46.13676, 18.11633 46.13687, 18.11618 46.13718, 18.116 46.13744, 18.11588 46.13769, 18.1159 46.13799, 18.11631 46.13817, 18.11664 46.13822))"
87,50525,LAKE,,"POLYGON ((18.11378 46.13963, 18.11423 46.13978, 18.11459 46.1399, 18.1156 46.14018, 18.11608 46.13975, 18.11632 46.13951, 18.11644 46.13928, 18.11644 46.13888, 18.11644 46.13874, 18.11617 46.13853, 18.11537 46.13809, 18.11478 46.13845, 18.11437 46.13864, 18.11386 46.13874, 18.11354 46.13875, 18.11336 46.1389, 18.11334 46.13912, 18.11341 46.13939, 18.11378 46.13963))"
88,292549,LAKE,,"POLYGON ((20.52896 46.89433, 20.52934 46.89115, 20.52185 46.88969, 20.52101 46.89181, 20.52192 46.89195, 20.52172 46.8926, 20.52896 46.89433))"
89,70058,LAKE,NAPSUGÁR II.-TÓ,"POLYGON ((19.07919 47.20185, 19.07972 47.20216, 19.07988 47.20216, 19.08049 47.20158, 19.08076 47.20114, 19.08145 47.20059, 19.08206 47.20008, 19.08221 47.19987, 19.08191 47.1996, 19.0813 47.19931, 19.08085 47.19904, 19.07816 47.20131, 19.07919 47.20185))"
90,50226,LAKE,,"POLYGON ((19.10114 47.33594, 19.10157 47.33578, 19.10222 47.33538, 19.1024 47.33529, 19.10294 47.33501, 19.10304 47.33491, 19.10304 47.3348, 19.10299 47.33456, 19.10303 47.33449, 19.10299 47.33443, 19.10267 47.3342, 19.10255 47.3341, 19.10221 47.33387, 19.10208 47.33374, 19.1019 47.33358, 19.10183 47.33358, 19.1017 47.33362, 19.10137 47.33381, 19.10124 47.33386, 19.10108 47.33398, 19.10101 47.33407, 19.10106 47.33415, 19.1012 47.33428, 19.10121 47.33432, 19.10099 47.33449, 19.10059 47.33469, 19.10023 47.33486, 19.09994 47.33501, 19.0998 47.33517, 19.09992 47.33522, 19.10006 47.33531, 19.10018 47.33539, 19.10044 47.3356, 19.10064 47.33566, 19.10086 47.33582, 19.10103 47.33591, 19.10114 47.33594))"
91,28483,LAKE,,"POLYGON ((22.26812 48.20449, 22.26814 48.20451, 22.26828 48.20446, 22.26893 48.2043, 22.26945 48.2041, 22.26988 48.20397, 22.27021 48.20393, 22.27044 48.20396, 22.27084 48.20414, 22.271 48.20426, 22.27119 48.20426, 22.27141 48.20431, 22.27185 48.20447, 22.27211 48.20448, 22.27228 48.20442, 22.27246 48.2043, 22.27247 48.2042, 22.27229 48.20415, 22.27219 48.20392, 22.27194 48.20371, 22.27134 48.2035, 22.27074 48.20337, 22.27019 48.20336, 22.2697 48.2035, 22.26926 48.20375, 22.26886 48.20404, 22.26832 48.20424, 22.26814 48.2044, 22.26812 48.20449))"
92,155500,LAKE,,"POLYGON ((22.27294 48.18484, 22.2731 48.18469, 22.27329 48.18413, 22.27274 48.18347, 22.27211 48.18306, 22.27127 48.18278, 22.27051 48.18275, 22.26989 48.18296, 22.26915 48.18334, 22.26821 48.18357, 22.26717 48.18372, 22.2664 48.18404, 22.26552 48.18453, 22.26515 48.18487, 22.26484 48.18547, 22.26485 48.18615, 22.26498 48.18699, 22.26516 48.18767, 22.26535 48.18797, 22.26547 48.18816, 22.26646 48.1889, 22.26702 48.18919, 22.26694 48.18901, 22.26706 48.18882, 22.26731 48.18862, 22.26631 48.18777, 22.26624 48.18767, 22.26592 48.18724, 22.26587 48.18646, 22.26596 48.18574, 22.26611 48.18542, 22.26676 48.18499, 22.26775 48.18453, 22.26889 48.18417, 22.27002 48.18394, 22.27096 48.18393, 22.2716 48.18407, 22.27198 48.18442, 22.27235 48.18502, 22.27244 48.1852, 22.27255 48.18525, 22.27274 48.18501, 22.27294 48.18484))"
93,27092,LAKE,,"POLYGON ((22.26829 48.20932, 22.26847 48.20936, 22.2686 48.20933, 22.26868 48.20928, 22.26855 48.20892, 22.2681 48.20821, 22.26797 48.20807, 22.26781 48.20794, 22.26742 48.20783, 22.26707 48.20748, 22.26685 48.20715, 22.26672 48.20684, 22.26658 48.20593, 22.26653 48.20574, 22.26648 48.20577, 22.26628 48.20623, 22.26631 48.20681, 22.26638 48.20737, 22.26665 48.20779, 22.26716 48.20838, 22.26742 48.2086, 22.26764 48.20876, 22.26816 48.20925, 22.26829 48.20932))"
94,66387,LAKE,,"POLYGON ((21.66571 47.42264, 21.66553 47.42267, 21.66547 47.42275, 21.66448 47.42418, 21.66425 47.42458, 21.66427 47.4247, 21.66439 47.42479, 21.66488 47.42497, 21.66535 47.42511, 21.66549 47.42511, 21.66703 47.42452, 21.66722 47.42441, 21.66742 47.42416, 21.6676 47.42379, 21.66781 47.42347, 21.66779 47.42338, 21.66744 47.42325, 21.66624 47.4228, 21.66571 47.42264))"
95,150177,LAKE,,"POLYGON ((21.75194 48.19867, 21.752 48.19875, 21.75249 48.19863, 21.75258 48.1984, 21.75259 48.19575, 21.7528 48.194, 21.75319 48.19219, 21.75345 48.19187, 21.75396 48.1916, 21.7546 48.19149, 21.75472 48.19154, 21.75628 48.19193, 21.75778 48.19267, 21.7595 48.1936, 21.76082 48.19424, 21.76218 48.19474, 21.76301 48.19495, 21.76397 48.19503, 21.76724 48.19446, 21.76476 48.19443, 21.76375 48.19444, 21.76267 48.19453, 21.7619 48.19436, 21.76079 48.19391, 21.7588 48.19263, 21.75652 48.19148, 21.75583 48.19115, 21.75556 48.19101, 21.75494 48.19084, 21.75477 48.19085, 21.75437 48.19086, 21.754 48.19094, 21.75318 48.19132, 21.75273 48.19182, 21.75192 48.19406, 21.75184 48.19475, 21.7517 48.19663, 21.75194 48.19867))"
96,1105566,LAKE,,"POLYGON ((16.93135 46.68825, 16.93034 46.69741, 16.93479 46.6968, 16.93636 46.69619, 16.93718 46.69525, 16.93972 46.69464, 16.94191 46.69374, 16.94211 46.69238, 16.94115 46.69097, 16.94109 46.69008, 16.94067 46.68773, 16.94038 46.68653, 16.93135 46.68825))"
97,92435,LAKE,GAZOS-TÓ,"POLYGON ((21.58431 48.30632, 21.58682 48.30888, 21.58879 48.308, 21.58634 48.30537, 21.58431 48.30632))"
98,55238,LAKE,CSEPEL-TÓ,"POLYGON ((21.58372 48.31032, 21.58427 48.30994, 21.58655 48.30895, 21.58552 48.30794, 21.58373 48.30878, 21.58298 48.30912, 21.58238 48.30959, 21.58372 48.31032))"
99,22485,LAKE,,"POLYGON ((18.29041 46.03448, 18.29017 46.03414, 18.28995 46.03362, 18.28989 46.03358, 18.2898 46.03358, 18.2892 46.03461, 18.28918 46.03466, 18.28968 46.03503, 18.2902 46.0353, 18.2906 46.03562, 18.2907 46.03566, 18.29085 46.03564, 18.29101 46.03561, 18.29114 46.03549, 18.29118 46.03534, 18.29111 46.03518, 18.29087 46.03493, 18.2907 46.03477, 18.29051 46.03461, 18.29041 46.03448))"
100,100448,LAKE,,"POLYGON ((22.09773 48.32733, 22.09787 48.32726, 22.09787 48.32703, 22.09695 48.32616, 22.09628 48.32573, 22.09574 48.32531, 22.09542 48.32454, 22.09536 48.32433, 22.09564 48.32392, 22.09606 48.32362, 22.09674 48.32337, 22.09797 48.32336, 22.10013 48.32383, 22.10131 48.32387, 22.10218 48.32399, 22.10276 48.32415, 22.10344 48.32444, 22.10381 48.32484, 22.10418 48.32532, 22.10453 48.32564, 22.10485 48.32646, 22.10507 48.32662, 22.1052 48.32662, 22.1053 48.32652, 22.10506 48.32581, 22.10443 48.32479, 22.10384 48.32411, 22.10287 48.3237, 22.10174 48.32346, 22.09972 48.32319, 22.09789 48.32288, 22.09706 48.32292, 22.09621 48.32312, 22.09565 48.32338, 22.09503 48.32373, 22.09466 48.32408, 22.09459 48.32458, 22.0947 48.325, 22.09501 48.32532, 22.0959 48.32613, 22.09704 48.32686, 22.09747 48.32733, 22.09773 48.32733))"
101,51834,LAKE,,"POLYGON ((20.58762 46.85954, 20.58513 46.8582, 20.58499 46.85815, 20.58485 46.85819, 20.58395 46.85868, 20.58396 46.85876, 20.5856 46.86038, 20.58571 46.86037, 20.58772 46.85971, 20.58775 46.85967, 20.58774 46.85961, 20.58762 46.85954))"
102,15160,LAKE,,"POLYGON ((19.86643 48.10805, 19.86685 48.10789, 19.86684 48.1077, 19.86676 48.10748, 19.86687 48.10727, 19.86705 48.10689, 19.86719 48.10672, 19.8672 48.10653, 19.86711 48.10636, 19.8666 48.1063, 19.8665 48.10633, 19.86626 48.10681, 19.86604 48.10746, 19.86607 48.1076, 19.86643 48.10805))"
103,66396,LAKE,,"POLYGON ((19.86711 48.10612, 19.86723 48.10603, 19.86754 48.10538, 19.86754 48.10523, 19.86738 48.10522, 19.8675 48.10481, 19.86775 48.10433, 19.8685 48.10394, 19.86997 48.10312, 19.87063 48.1031, 19.87166 48.10268, 19.87172 48.10249, 19.87159 48.10231, 19.87029 48.10238, 19.86931 48.10238, 19.86879 48.10264, 19.86711 48.10373, 19.86677 48.10416, 19.86675 48.10436, 19.86673 48.10466, 19.86689 48.10518, 19.86657 48.1058, 19.86654 48.10606, 19.86666 48.10614, 19.86711 48.10612))"
104,50016,LAKE,,"POLYGON ((19.74309 48.04197, 19.74325 48.04158, 19.74311 48.04134, 19.74158 48.041, 19.74163 48.04092, 19.74154 48.04083, 19.73933 48.04073, 19.73901 48.04085, 19.73886 48.04116, 19.73881 48.04153, 19.73897 48.04175, 19.73932 48.04176, 19.7408 48.04178, 19.74193 48.04197, 19.74241 48.04206, 19.74277 48.04207, 19.74309 48.04197))"
105,10854,LAKE,,"POLYGON ((19.86715 48.108, 19.86674 48.10805, 19.86667 48.10821, 19.86674 48.10837, 19.86689 48.10871, 19.86689 48.1092, 19.86699 48.1093, 19.86717 48.10933, 19.86736 48.10929, 19.86755 48.10895, 19.86763 48.10842, 19.86756 48.10829, 19.86715 48.108))"
106,47370,LAKE,FEHÉR-TÓ,"POLYGON ((20.0716 46.3071, 20.0716 46.30699, 20.07147 46.30694, 20.06976 46.30636, 20.06964 46.30636, 20.06871 46.30783, 20.06888 46.30792, 20.07038 46.30847, 20.07067 46.30852, 20.07082 46.30839, 20.0712 46.30786, 20.07147 46.30744, 20.0716 46.3071))"
107,126844,LAKE,FEHÉR-TÓ,"POLYGON ((20.07818 46.30427, 20.07822 46.30407, 20.0782 46.30394, 20.07784 46.30382, 20.07648 46.30333, 20.07594 46.30321, 20.07575 46.30326, 20.0755 46.30346, 20.07518 46.30366, 20.07506 46.30389, 20.07511 46.30404, 20.07538 46.30421, 20.0757 46.30436, 20.07584 46.30452, 20.07566 46.30458, 20.07527 46.30448, 20.07492 46.30436, 20.07432 46.3041, 20.07403 46.30405, 20.07394 46.30414, 20.074 46.30429, 20.07434 46.30442, 20.07462 46.30463, 20.07455 46.30488, 20.07439 46.30522, 20.0735 46.3063, 20.0734 46.30666, 20.07355 46.30687, 20.07425 46.30723, 20.07498 46.30742, 20.07526 46.30727, 20.07658 46.30584, 20.07729 46.30509, 20.07818 46.30427))"
108,50739,LAKE,FEHÉR-TÓ,"POLYGON ((20.06875 46.31051, 20.06899 46.31059, 20.0692 46.31059, 20.06932 46.31052, 20.0695 46.31027, 20.07053 46.3089, 20.07061 46.30876, 20.07049 46.30867, 20.06988 46.30844, 20.06895 46.30811, 20.06869 46.30809, 20.06855 46.30824, 20.06757 46.30984, 20.06759 46.30999, 20.06805 46.31019, 20.06875 46.31051), (20.06981 46.30896, 20.0691 46.30876, 20.06876 46.30861, 20.06866 46.30852, 20.06873 46.30842, 20.06892 46.30841, 20.06945 46.30855, 20.06992 46.30871, 20.07016 46.3088, 20.07014 46.30893, 20.07006 46.30899, 20.06981 46.30896))"
109,463464,LAKE,,"POLYGON ((21.12031 46.85076, 21.12019 46.85067, 21.11997 46.85053, 21.1196 46.85025, 21.11935 46.85015, 21.11892 46.8498, 21.11791 46.84904, 21.11665 46.84808, 21.11539 46.84709, 21.11439 46.84637, 21.114 46.84605, 21.11379 46.84587, 21.11364 46.84577, 21.11352 46.84575, 21.11336 46.84577, 21.11326 46.84583, 21.11316 46.84596, 21.11292 46.84626, 21.11256 46.84669, 21.11218 46.84705, 21.11188 46.84741, 21.11167 46.8477, 21.11089 46.84856, 21.11044 46.84895, 21.11045 46.84902, 21.11051 46.8491, 21.11234 46.85045, 21.11318 46.85112, 21.1161 46.85327, 21.11648 46.85353, 21.11662 46.85355, 21.1167 46.85354, 21.11681 46.85348, 21.11743 46.85306, 21.11855 46.85234, 21.1195 46.85174, 21.12004 46.85148, 21.12044 46.85122, 21.12054 46.85101, 21.12047 46.85087, 21.12031 46.85076))"
